exp.ID,P.layer,P.row,P.col,layer,row,col,replicate,replicate.raw,Generation,treat,treat.1,ecotype,id,flt,height,diam,biomass,fruit,rm
441,11,11_4,11,5,4,1,6,6,F4,Cd2,Cd2,Sap-0,823,NA,NA,NA,NA,NA,FALSE
442,7,7_1,1,4,3,9,4,4,F4,Cd2,Cd2,Tol-0,435,48,42.2,9.6,398.8,212,FALSE
443,9,9_3,6,14,5,9,5,5,F4,Cd2,Cd2,Tol-0,636,45,41.6,11.1,500,189,FALSE
444,11,11_4,6,14,3,6,6,6,F4,Cd2,Cd2,Tol-0,818,44,45.4,11.2,738.8,288,FALSE
445,7,7_1,12,2,1,12,4,4,F4,Cd2,Cd2,TRE-1,446,54,48.2,9.2,314.1,157,FALSE
446,9,9_3,2,4,2,10,5,5,F4,Cd2,Cd2,TRE-1,632,NA,NA,NA,NA,NA,TRUE
447,11,11_4,4,12,2,9,6,6,F4,Cd2,Cd2,TRE-1,816,48,45.8,10.8,503.5,244,FALSE
448,7,7_1,11,4,3,5,4,4,F4,Cd2,Cd2,Tri-0,445,37,50.2,12.3,426.8,230,FALSE
449,9,9_3,5,2,3,1,5,5,F4,Cd2,Cd2,Tri-0,635,43,51.2,10.6,395.3,252,FALSE
450,11,11_4,10,1,3,5,6,6,F4,Cd2,Cd2,Tri-0,822,39,45.5,11.9,386.4,277,FALSE
451,7,7_1,2,10,2,1,4,4,F1,Cd2,Cd2,Abd-0,436,53,23.1,9.7,288,NA,FALSE
452,9,9_3,1,10,6,9,5,5,F1,Cd2,Cd2,Abd-0,631,37,34.7,13.6,744.1,431,FALSE
453,11,11_4,3,14,5,13,6,6,F1,Cd2,Cd2,Abd-0,815,28,33.3,10.9,324.4,181,FALSE
454,7,7_1,14,8,2,3,4,4,F1,Cd2,Cd2,Ang-0,448,23,35.3,8.4,184.8,181,FALSE
455,9,9_3,4,16,2,10,5,5,F1,Cd2,Cd2,Ang-0,634,27,34.4,7.6,NA,156,FALSE
456,11,11_4,9,16,4,7,6,6,F1,Cd2,Cd2,Ang-0,821,23,30.2,7.4,170.4,179,FALSE
457,7,7_1,4,1,4,11,4,4,F1,Cd2,Cd2,aaCol-0,438,22,27.2,5.6,188.3,378,FALSE
458,9,9_3,10,15,1,14,5,5,F1,Cd2,Cd2,aaCol-0,640,20,39.3,10.2,273.1,273,FALSE
459,11,11_4,7,6,5,7,6,6,F1,Cd2,Cd2,aaCol-0,819,20,34.5,7.8,224.3,370,FALSE
460,7,7_1,9,6,4,12,4,4,F1,Cd2,Cd2,Dja-1,443,NA,NA,NA,NA,NA,FALSE
461,9,9_3,13,10,3,2,5,5,F1,Cd2,Cd2,Dja-1,643,NA,NA,NA,NA,NA,FALSE
462,11,11_4,12,6,5,10,6,6,F1,Cd2,Cd2,Dja-1,824,NA,NA,NA,NA,NA,FALSE
463,7,7_1,13,5,2,7,4,4,F1,Cd2,Cd2,Fei-0,447,30,40.2,NA,129.6,172,FALSE
464,9,9_3,11,13,2,6,5,5,F1,Cd2,Cd2,Fei-0,641,35,44.6,10.2,282.5,462,FALSE
465,11,11_4,8,13,5,6,6,6,F1,Cd2,Cd2,Fei-0,820,27,43.2,11.6,281.1,345,FALSE
466,7,7_1,7,3,6,7,4,4,F1,Cd2,Cd2,Ler-0,441,22,15.5,2.4,70.6,121,FALSE
467,9,9_3,12,16,1,5,5,5,F1,Cd2,Cd2,Ler-0,642,16,22.2,3.5,96.2,133,FALSE
468,11,11_4,13,10,5,15,6,6,F1,Cd2,Cd2,Ler-0,825,18,28.5,5.2,239.9,302,FALSE
469,7,7_1,10,8,3,13,4,4,F1,Cd2,Cd2,Sap-0,444,NA,NA,NA,NA,NA,FALSE
470,9,9_3,9,2,5,3,5,5,F1,Cd2,Cd2,Sap-0,639,NA,NA,NA,NA,NA,FALSE
471,11,11_4,11,7,2,4,6,6,F1,Cd2,Cd2,Sap-0,823,NA,NA,NA,NA,NA,FALSE
472,7,7_1,1,9,2,1,4,4,F1,Cd2,Cd2,Tol-0,435,NA,NA,NA,NA,NA,FALSE
473,9,9_3,6,3,4,3,5,5,F1,Cd2,Cd2,Tol-0,636,NA,NA,NA,271.5,NA,FALSE
474,11,11_4,6,11,6,2,6,6,F1,Cd2,Cd2,Tol-0,818,NA,NA,NA,NA,NA,FALSE
475,7,7_1,12,2,4,13,4,4,F1,Cd2,Cd2,TRE-1,446,41,61.2,9.3,324.4,192,FALSE
476,9,9_3,2,12,4,9,5,5,F1,Cd2,Cd2,TRE-1,632,33,48.8,10.8,271.7,224,FALSE
477,11,11_4,4,5,5,14,6,6,F1,Cd2,Cd2,TRE-1,816,68,46,11.2,620.7,143,FALSE
478,7,7_1,11,9,3,12,4,4,F1,Cd2,Cd2,Tri-0,445,NA,NA,NA,NA,NA,FALSE
479,9,9_3,5,7,3,6,5,5,F1,Cd2,Cd2,Tri-0,635,NA,NA,NA,NA,NA,FALSE
480,11,11_4,10,11,5,11,6,6,F1,Cd2,Cd2,Tri-0,822,NA,NA,NA,NA,NA,FALSE
481,3,3_5,2,11,1,3,1,2,F2,actr1,actr,Abd-0,226,38,43,13.1,678.2,271,FALSE
482,1,1_5,8,10,4,2,1,1,F2,actr1,actr,Ang-0,64,29,30.4,3,80.6,148,FALSE
483,1,1_5,13,8,2,13,1,1,F2,actr1,actr,aaCol-0,69,21,44.3,7.5,489.6,435,FALSE
484,1,1_5,12,16,3,7,1,1,F2,actr1,actr,Dja-1,68,22,24.6,7.2,266.6,346,FALSE
485,5,5_7,10,1,2,9,3,3,F2,actr1,actr,Dja-1,430,27,27.2,9.3,196,542,FALSE
486,1,1_5,2,16,2,15,1,1,F2,actr1,actr,Fei-0,58,32,54.7,11.4,236,442,FALSE
487,5,5_7,5,4,1,14,3,3,F2,actr1,actr,Fei-0,425,32,48.3,9.6,239.3,213,FALSE
488,3,3_5,5,15,2,2,1,2,F2,actr1,actr,Ler-0,229,17,24.1,6.6,242,295,FALSE
489,1,1_5,14,12,6,7,1,1,F2,actr1,actr,Sap-0,70,21,26.8,NA,99.4,363,FALSE
490,3,3_5,1,6,3,9,2,2,F2,actr1,actr,Sap-0,225,22,28.6,6.8,107.3,236,FALSE
491,5,5_7,9,4,1,15,2,3,F2,actr1,actr,Tol-0,429,33,45.2,8.2,224.4,262,FALSE
492,3,3_5,10,9,1,15,1,2,F2,actr1,actr,TRE-1,234,26,64.6,7.6,478.5,303,FALSE
493,5,5_7,1,8,1,7,3,3,F2,actr1,actr,TRE-1,421,25,46.3,8.9,224.8,252,FALSE
494,1,1_5,1,5,6,9,1,1,F2,actr1,actr,Tri-0,57,20,30.3,7.5,89.7,112,FALSE
495,4,4_6,14,2,4,4,2,2,F2,actr2,actr,Abd-0,322,41,37.2,9.2,363.7,282,FALSE
496,6,6_7,7,1,3,7,3,3,F2,actr2,actr,Abd-0,1001,27,31.2,7.3,138.6,249,FALSE
497,2,2_2,8,14,6,4,2,1,F2,actr2,actr,Ang-0,120,26,36.2,8.3,236.1,164,FALSE
498,6,6_7,12,4,3,12,3,3,F2,actr2,actr,Ang-0,1006,28,34.1,5.1,103.5,192,FALSE
499,4,4_6,12,16,3,10,2,2,F2,actr2,actr,aaCol-0,320,20,37.6,9.4,430.7,369,FALSE
500,6,6_7,10,10,3,12,3,3,F2,actr2,actr,aaCol-0,1004,20,45.7,9.9,393.9,516,FALSE
501,2,2_2,14,2,6,10,2,1,F2,actr2,actr,Dja-1,126,33,27.5,6.3,207.5,276,FALSE
502,2,2_2,7,5,6,13,2,1,F2,actr2,actr,Fei-0,119,23,34.6,4.9,84.9,146,FALSE
503,4,4_6,2,16,2,1,2,2,F2,actr2,actr,Ler-0,310,17,26.4,7.7,263.6,304,FALSE
504,6,6_7,4,15,5,14,3,3,F2,actr2,actr,Ler-0,998,16,22,4.5,117.3,151,FALSE
505,6,6_7,11,10,5,10,3,3,F2,actr2,actr,Sap-0,1005,21,36.6,4.2,202.2,391,FALSE
506,4,4_6,6,14,2,7,1,2,F2,actr2,actr,Tol-0,314,26,50.8,11.1,451.8,345,FALSE
507,6,6_7,5,6,2,10,3,3,F2,actr2,actr,Tol-0,999,28,40.6,5.7,232,156,FALSE
508,4,4_6,1,16,3,8,2,2,F2,actr2,actr,TRE-1,309,26,52.3,8.9,313.4,229,FALSE
509,2,2_2,2,10,5,6,2,1,F2,actr2,actr,Tri-0,114,20,44.7,6.9,324.7,368,FALSE
510,6,6_7,14,11,2,3,3,3,F2,actr2,actr,Tri-0,1008,21,52.1,10.3,256.5,151,FALSE
511,3,3_5,2,9,6,2,1,2,F3,actr1,actr,Abd-0,226,66,29.1,9.8,NA,38,FALSE
512,1,1_5,8,4,5,4,1,1,F3,actr1,actr,Ang-0,64,36,33.2,5.6,81.1,148,FALSE
513,1,1_5,13,8,5,1,1,1,F3,actr1,actr,aaCol-0,69,24,43.6,9.7,330,189,FALSE
514,1,1_5,12,14,2,10,1,1,F3,actr1,actr,Dja-1,68,27,24.1,10.3,566.1,597,FALSE
515,5,5_7,10,10,6,11,3,3,F3,actr1,actr,Dja-1,430,30,26.1,7.4,477.6,506,FALSE
516,1,1_5,2,6,4,14,1,1,F3,actr1,actr,Fei-0,58,32,47.8,12.5,359.3,261,FALSE
517,5,5_7,5,6,3,10,3,3,F3,actr1,actr,Fei-0,425,31,43.6,10.6,378.5,338,FALSE
518,3,3_5,5,16,2,3,1,2,F3,actr1,actr,Ler-0,229,16,18.7,3.4,85.6,119,FALSE
519,1,1_5,14,5,5,2,1,1,F3,actr1,actr,Sap-0,70,25,35.6,4.5,76.5,118,FALSE
520,3,3_5,1,16,1,1,2,2,F3,actr1,actr,Sap-0,225,28,44.2,7.2,233.4,232,FALSE
521,5,5_7,9,7,6,9,2,3,F3,actr1,actr,Tol-0,429,30,44.5,8.7,NA,223,FALSE
522,3,3_5,10,8,5,3,1,2,F3,actr1,actr,TRE-1,234,50,47.6,8.5,493.2,202,FALSE
523,5,5_7,1,7,3,15,3,3,F3,actr1,actr,TRE-1,421,49,50,10.5,541.3,182,FALSE
524,1,1_5,1,13,4,15,1,1,F3,actr1,actr,Tri-0,57,41,52.8,13.2,593.4,400,FALSE
525,4,4_6,14,8,5,6,2,2,F3,actr2,actr,Abd-0,322,46,29.4,9.4,294.8,141,FALSE
526,6,6_7,7,7,1,2,3,3,F3,actr2,actr,Abd-0,1001,27,47.5,11.7,351.7,231,FALSE
527,2,2_2,8,12,1,13,2,1,F3,actr2,actr,Ang-0,120,37,44.1,6.7,330.7,488,FALSE
528,6,6_7,12,2,1,9,3,3,F3,actr2,actr,Ang-0,1006,37,30.6,6.2,84.7,169,FALSE
529,4,4_6,12,5,3,12,2,2,F3,actr2,actr,aaCol-0,320,23,34.9,9.5,316.9,327,FALSE
530,6,6_7,10,2,5,14,3,3,F3,actr2,actr,aaCol-0,1004,28,41.1,10.1,302.8,515,FALSE
531,2,2_2,14,13,3,7,2,1,F3,actr2,actr,Dja-1,126,30,28.6,9.8,NA,436,FALSE
532,2,2_2,7,12,2,14,2,1,F3,actr2,actr,Fei-0,119,25,43,7.3,230.5,371,FALSE
533,4,4_6,2,1,1,9,2,2,F3,actr2,actr,Ler-0,310,21,19.5,NA,85.1,123,FALSE
534,6,6_7,4,16,3,9,3,3,F3,actr2,actr,Ler-0,998,19,21.7,4.2,130.9,128,FALSE
535,6,6_7,11,11,2,2,3,3,F3,actr2,actr,Sap-0,1005,29,43.8,6.6,215.4,179,FALSE
536,4,4_6,6,10,1,13,1,2,F3,actr2,actr,Tol-0,314,31,35.5,11.2,635.8,81,FALSE
537,6,6_7,5,5,1,2,3,3,F3,actr2,actr,Tol-0,999,29,56.2,7.9,403.1,382,FALSE
538,4,4_6,1,9,3,8,2,2,F3,actr2,actr,TRE-1,309,51,40.4,12.9,856.6,120,FALSE
539,2,2_2,2,5,2,4,2,1,F3,actr2,actr,Tri-0,114,38,64.2,12,478.1,360,FALSE
540,6,6_7,14,3,4,14,3,3,F3,actr2,actr,Tri-0,1008,39,50.6,13.3,463.7,295,FALSE
541,3,3_5,2,2,4,3,1,2,F4,actr1,actr,Abd-0,226,51,31.6,7.9,428.3,257,FALSE
542,1,1_5,8,3,1,5,1,1,F4,actr1,actr,Ang-0,64,46,40.9,7.2,300.3,229,FALSE
543,1,1_5,13,3,4,2,1,1,F4,actr1,actr,aaCol-0,69,27,47.2,10.2,254.8,320,FALSE
544,1,1_5,12,6,6,4,1,1,F4,actr1,actr,Dja-1,68,31,25.6,6,302.9,420,FALSE
545,5,5_7,10,16,1,13,3,3,F4,actr1,actr,Dja-1,430,33,25.2,7.5,255.6,405,FALSE
546,1,1_5,2,6,2,4,1,1,F4,actr1,actr,Fei-0,58,36,40.2,12.8,440.6,222,FALSE
547,5,5_7,5,3,5,13,3,3,F4,actr1,actr,Fei-0,425,36,50.2,9.3,409.9,218,FALSE
548,3,3_5,5,3,5,8,1,2,F4,actr1,actr,Ler-0,229,19,17.9,3.2,69.2,130,FALSE
549,1,1_5,14,3,1,2,1,1,F4,actr1,actr,Sap-0,70,28,40.5,6.5,139.8,274,FALSE
550,3,3_5,1,2,3,4,2,2,F4,actr1,actr,Sap-0,225,30,34.1,2.8,130.5,324,FALSE
551,5,5_7,9,6,5,4,2,3,F4,actr1,actr,Tol-0,429,47,46.7,9.4,NA,167,FALSE
552,3,3_5,10,2,3,10,1,2,F4,actr1,actr,TRE-1,234,46,57.2,9.4,426.5,295,FALSE
553,5,5_7,1,8,1,4,3,3,F4,actr1,actr,TRE-1,421,28,59.9,8.5,334.4,223,FALSE
554,1,1_5,1,4,6,9,1,1,F4,actr1,actr,Tri-0,57,36,45.2,11.6,345.2,208,FALSE
555,4,4_6,14,8,5,11,2,2,F4,actr2,actr,Abd-0,322,NA,NA,NA,NA,NA,TRUE
556,6,6_7,7,9,3,9,3,3,F4,actr2,actr,Abd-0,1001,34,52.3,9.3,410,262,FALSE
557,2,2_2,8,14,1,9,2,1,F4,actr2,actr,Ang-0,120,38,54.1,8.8,470.8,428,FALSE
558,6,6_7,12,10,5,9,3,3,F4,actr2,actr,Ang-0,1006,28,51.6,6.2,396.7,372,FALSE
559,4,4_6,12,11,3,8,2,2,F4,actr2,actr,aaCol-0,320,21,NA,NA,520.1,NA,FALSE
560,6,6_7,10,11,4,8,3,3,F4,actr2,actr,aaCol-0,1004,20,48.6,11.8,512.2,471,FALSE
561,2,2_2,14,7,3,12,2,1,F4,actr2,actr,Dja-1,126,30,23,9,315.3,325,FALSE
562,2,2_2,7,15,5,3,2,1,F4,actr2,actr,Fei-0,119,25,37.6,6.5,171.2,256,FALSE
563,4,4_6,2,5,4,14,2,2,F4,actr2,actr,Ler-0,310,20,22.3,3,126.9,132,FALSE
564,6,6_7,4,15,4,3,3,3,F4,actr2,actr,Ler-0,998,18,27.2,5.8,188.8,205,FALSE
565,6,6_7,11,3,3,1,3,3,F4,actr2,actr,Sap-0,1005,29,38.2,6.7,93.2,292,FALSE
566,4,4_6,6,12,3,3,1,2,F4,actr2,actr,Tol-0,314,58,46.4,12.1,685.7,174,FALSE
567,6,6_7,5,3,6,14,3,3,F4,actr2,actr,Tol-0,999,50,46,9.2,611.9,212,FALSE
568,4,4_6,1,7,1,3,2,2,F4,actr2,actr,TRE-1,309,32,62,8.2,388.5,215,FALSE
569,2,2_2,2,11,3,13,2,1,F4,actr2,actr,Tri-0,114,39,56.7,16.4,861.4,477,FALSE
570,6,6_7,14,15,4,13,3,3,F4,actr2,actr,Tri-0,1008,33,52.1,10.9,498.8,117,FALSE
571,3,3_5,2,3,1,8,1,2,F1,actr1,actr,Abd-0,226,45,33.8,7.9,223.4,165,FALSE
572,1,1_5,8,15,2,3,1,1,F1,actr1,actr,Ang-0,64,21,33.2,7.2,215.4,246,FALSE
573,1,1_5,13,3,2,4,1,1,F1,actr1,actr,aaCol-0,69,24,38.3,8.5,NA,328,FALSE
574,1,1_5,12,1,2,11,1,1,F1,actr1,actr,Dja-1,68,NA,NA,NA,NA,NA,FALSE
575,5,5_7,10,1,1,5,3,3,F1,actr1,actr,Dja-1,430,25,26.2,8.6,226.6,575,FALSE
576,1,1_5,2,11,6,8,1,1,F1,actr1,actr,Fei-0,58,35,49.6,14.9,977.7,521,FALSE
577,5,5_7,5,15,6,1,3,3,F1,actr1,actr,Fei-0,425,22,44.1,11.9,354.2,454,FALSE
578,3,3_5,5,8,4,3,1,2,F1,actr1,actr,Ler-0,229,18,23.5,4.5,142,214,FALSE
579,1,1_5,14,1,1,13,1,1,F1,actr1,actr,Sap-0,70,50,30.7,11.1,430.4,214,FALSE
580,3,3_5,1,2,4,12,2,2,F1,actr1,actr,Sap-0,225,NA,NA,NA,NA,NA,FALSE
581,5,5_7,9,13,3,15,2,3,F1,actr1,actr,Tol-0,429,45,48.9,NA,434.6,365,FALSE
582,3,3_5,10,9,5,12,1,2,F1,actr1,actr,TRE-1,234,27,62.7,13.1,650.4,430,FALSE
583,5,5_7,1,3,5,12,3,3,F1,actr1,actr,TRE-1,421,32,53.2,11.2,437.1,323,FALSE
584,1,1_5,1,9,4,6,1,1,F1,actr1,actr,Tri-0,57,25,57.2,13.8,380.1,368,FALSE
585,4,4_6,14,7,1,12,2,2,F1,actr2,actr,Abd-0,322,38,37.2,9.3,424.2,183,FALSE
586,6,6_7,7,14,3,11,3,3,F1,actr2,actr,Abd-0,1001,24,30.2,8.6,253.9,346,FALSE
587,2,2_2,8,11,2,14,2,1,F1,actr2,actr,Ang-0,120,26,44.1,7.8,278,283,FALSE
588,6,6_7,12,6,2,13,3,3,F1,actr2,actr,Ang-0,1006,26,34.5,7.2,192.7,321,FALSE
589,4,4_6,12,3,1,15,2,2,F1,actr2,actr,aaCol-0,320,25,45,9.4,209.7,296,FALSE
590,6,6_7,10,10,3,15,3,3,F1,actr2,actr,aaCol-0,1004,20,53.1,9.2,368.3,469,FALSE
591,2,2_2,14,9,1,10,2,1,F1,actr2,actr,Dja-1,126,25,29.3,5.5,185.6,344,FALSE
592,2,2_2,7,16,6,10,2,1,F1,actr2,actr,Fei-0,119,22,45.7,8.8,376.3,249,FALSE
593,4,4_6,2,16,3,3,2,2,F1,actr2,actr,Ler-0,310,16,24.4,NA,144,218,FALSE
594,6,6_7,4,7,6,6,3,3,F1,actr2,actr,Ler-0,998,19,20.1,4.5,112.3,152,FALSE
595,6,6_7,11,9,4,1,3,3,F1,actr2,actr,Sap-0,1005,40,37.4,11.7,373.4,304,FALSE
596,4,4_6,6,11,6,3,1,2,F1,actr2,actr,Tol-0,314,26,61.1,10.4,478.7,341,FALSE
597,6,6_7,5,9,1,6,3,3,F1,actr2,actr,Tol-0,999,51,40.2,12.9,800.4,106,FALSE
598,4,4_6,1,13,1,3,2,2,F1,actr2,actr,TRE-1,309,28,47.4,9.6,240.9,363,FALSE
599,2,2_2,2,1,1,1,2,1,F1,actr2,actr,Tri-0,114,32,49.2,11.6,211.4,252,FALSE
600,6,6_7,14,1,4,8,3,3,F1,actr2,actr,Tri-0,1008,34,40,10.2,184.3,242,FALSE
601,9,9_1,2,16,2,8,4,5,F2,actr1,actr,Abd-0,604,42,35.6,9.2,456.5,275,FALSE
602,11,11_1,2,4,4,4,6,6,F2,actr1,actr,Abd-0,772,26,35.2,8.4,212.2,242,FALSE
603,7,7_4,7,14,4,14,4,4,F2,actr1,actr,Ang-0,483,22,40.4,7.7,248.3,257,FALSE
604,9,9_1,14,12,6,15,6,5,F2,actr1,actr,Ang-0,616,27,26.8,3.5,61.8,126,FALSE
605,7,7_4,6,10,5,2,4,4,F2,actr1,actr,aaCol-0,482,22,41.8,9.7,355.6,413,FALSE
606,9,9_1,9,5,1,8,4,5,F2,actr1,actr,Dja-1,611,22,25.3,7,220.9,323,FALSE
607,9,9_1,13,15,1,4,4,5,F2,actr1,actr,Fei-0,615,22,34.5,6.2,170.63,235,FALSE
608,11,11_1,13,3,3,5,5,6,F2,actr1,actr,Fei-0,783,16,33.2,5.6,104.2,208,FALSE
609,11,11_1,7,1,1,4,5,6,F2,actr1,actr,Ler-0,777,NA,NA,NA,NA,NA,TRUE
610,11,11_1,10,6,5,2,6,6,F2,actr1,actr,Sap-0,780,22,31.2,6.1,123.5,262,FALSE
611,9,9_1,1,16,3,15,4,5,F2,actr1,actr,Tol-0,603,30,46.3,9.6,337.8,332,FALSE
612,11,11_1,1,15,1,3,6,6,F2,actr1,actr,Tol-0,771,23,45.1,13.2,433.1,273,FALSE
613,7,7_4,4,11,4,5,4,4,F2,actr1,actr,TRE-1,480,21,65.3,13.1,508,513,FALSE
614,11,11_1,12,13,1,7,5,6,F2,actr1,actr,TRE-1,782,NA,NA,NA,NA,NA,FALSE
615,7,7_4,1,8,1,5,4,4,F2,actr1,actr,Tri-0,477,16,26.1,4,39.6,72,FALSE
616,9,9_1,11,14,2,9,6,5,F2,actr1,actr,Tri-0,613,16,39.6,5.7,202,232,FALSE
617,10,10_1,2,15,2,10,5,5,F2,actr2,actr,Abd-0,702,NA,NA,NA,NA,NA,FALSE
618,8,8_7,13,13,3,4,5,4,F2,actr2,actr,Ang-0,601,29,40.5,8.2,271.3,350,FALSE
619,10,10_1,4,2,6,5,5,5,F2,actr2,actr,aaCol-0,704,24,38.6,8.9,494.6,319,FALSE
620,12,12_5,8,14,3,1,6,6,F2,actr2,actr,aaCol-0,904,19,44.8,12.7,440.3,608,FALSE
621,10,10_1,9,1,1,2,5,5,F2,actr2,actr,Dja-1,709,37,26,8.5,291.3,334,FALSE
622,12,12_5,12,9,6,9,6,6,F2,actr2,actr,Dja-1,908,30,30,11.8,NA,539,FALSE
623,12,12_5,3,8,3,2,6,6,F2,actr2,actr,Fei-0,899,23,50,10.2,284.3,364,FALSE
624,8,8_7,4,3,6,9,4,4,F2,actr2,actr,Ler-0,592,22,19.2,5.2,96.1,132,FALSE
625,12,12_5,6,9,4,9,6,6,F2,actr2,actr,Ler-0,902,16,23.5,NA,191.4,304,FALSE
626,8,8_7,3,11,3,2,4,4,F2,actr2,actr,Sap-0,591,25,39.3,6,164.3,239,FALSE
627,10,10_1,10,11,3,7,5,5,F2,actr2,actr,Sap-0,710,22,40.4,7.7,353.7,513,FALSE
628,10,10_1,1,12,6,10,5,5,F2,actr2,actr,Tol-0,701,43,46,9.5,285.7,170,FALSE
629,12,12_5,1,14,5,2,6,6,F2,actr2,actr,TRE-1,897,37,48.9,10.7,546.1,179,FALSE
630,8,8_7,2,11,6,1,5,4,F2,actr2,actr,Tri-0,590,22,57.1,10.2,NA,369,FALSE
631,9,9_1,2,2,5,4,4,5,F3,actr1,actr,Abd-0,604,55,35.1,9.1,507.7,132,FALSE
632,11,11_1,2,2,4,5,6,6,F3,actr1,actr,Abd-0,772,58,35.8,9.6,NA,189,FALSE
633,7,7_4,7,2,3,15,4,4,F3,actr1,actr,Ang-0,483,50,36.8,6.8,186.1,233,FALSE
634,9,9_1,14,16,5,1,6,5,F3,actr1,actr,Ang-0,616,44,41.2,5.8,307.4,426,FALSE
635,7,7_4,6,5,1,3,4,4,F3,actr1,actr,aaCol-0,482,26,48.2,11.2,406,572,FALSE
636,9,9_1,9,16,1,7,4,5,F3,actr1,actr,Dja-1,611,30,24.9,8.9,410.4,545,FALSE
637,9,9_1,13,2,4,1,4,5,F3,actr1,actr,Fei-0,615,45,39.6,4.9,101.9,162,FALSE
638,11,11_1,13,16,2,14,5,6,F3,actr1,actr,Fei-0,783,26,44.5,10.8,253.6,360,FALSE
639,11,11_1,7,5,5,8,5,6,F3,actr1,actr,Ler-0,777,NA,NA,NA,NA,NA,TRUE
640,11,11_1,10,14,3,15,6,6,F3,actr1,actr,Sap-0,780,26,46.8,8.3,237.7,318,FALSE
641,9,9_1,1,2,6,1,4,5,F3,actr1,actr,Tol-0,603,65,39.1,9.8,491,52,FALSE
642,11,11_1,1,15,3,10,6,6,F3,actr1,actr,Tol-0,771,31,43.3,8.3,361.6,233,FALSE
643,7,7_4,4,7,1,14,4,4,F3,actr1,actr,TRE-1,480,41,51.2,11.6,503.7,333,FALSE
644,11,11_1,12,11,5,4,5,6,F3,actr1,actr,TRE-1,782,25,61.5,14.6,760.9,378,FALSE
645,7,7_4,1,16,6,6,4,4,F3,actr1,actr,Tri-0,477,36,47.6,9.7,387.3,232,FALSE
646,9,9_1,11,9,3,14,6,5,F3,actr1,actr,Tri-0,613,42,56.5,15,600,287,FALSE
647,10,10_1,2,16,1,11,5,5,F3,actr2,actr,Abd-0,702,37,36.8,10.6,414.4,288,FALSE
648,8,8_7,13,15,5,12,5,4,F3,actr2,actr,Ang-0,601,33,39.7,8.9,432.6,389,FALSE
649,10,10_1,4,15,4,12,5,5,F3,actr2,actr,aaCol-0,704,20,39.7,9.6,396.5,367,FALSE
650,12,12_5,8,9,5,1,6,6,F3,actr2,actr,aaCol-0,904,32,48,9.8,320.5,436,FALSE
651,10,10_1,9,10,2,15,5,5,F3,actr2,actr,Dja-1,709,27,30.3,9.2,452.4,519,FALSE
652,12,12_5,12,8,3,4,6,6,F3,actr2,actr,Dja-1,908,21,25.5,7.5,257.8,387,FALSE
653,12,12_5,3,1,6,11,6,6,F3,actr2,actr,Fei-0,899,NA,43,9.4,528.3,173,FALSE
654,8,8_7,4,2,2,15,4,4,F3,actr2,actr,Ler-0,592,22,17.2,NA,64.8,139,FALSE
655,12,12_5,6,13,5,11,6,6,F3,actr2,actr,Ler-0,902,22,45.4,9.2,518,262,FALSE
656,8,8_7,3,5,5,3,4,4,F3,actr2,actr,Sap-0,591,36,55.8,5.6,303.3,226,FALSE
657,10,10_1,10,16,5,7,5,5,F3,actr2,actr,Sap-0,710,31,41.2,7.2,238.6,166,FALSE
658,10,10_1,1,5,4,5,5,5,F3,actr2,actr,Tol-0,701,28,49.8,11.2,356.5,262,FALSE
659,12,12_5,1,9,6,1,6,6,F3,actr2,actr,TRE-1,897,41,45.2,11.9,601.1,178,FALSE
660,8,8_7,2,6,4,11,5,4,F3,actr2,actr,Tri-0,590,41,48.6,7.1,271,165,FALSE
661,9,9_1,2,16,4,4,4,5,F4,actr1,actr,Abd-0,604,NA,33.5,9,546.2,170,FALSE
662,11,11_1,2,7,4,8,6,6,F4,actr1,actr,Abd-0,772,NA,NA,NA,NA,NA,FALSE
663,7,7_4,7,12,6,2,4,4,F4,actr1,actr,Ang-0,483,44,42.1,5.9,283.1,275,FALSE
664,9,9_1,14,6,5,9,6,5,F4,actr1,actr,Ang-0,616,41,42,7.8,271.9,286,FALSE
665,7,7_4,6,2,6,13,4,4,F4,actr1,actr,aaCol-0,482,26,43.5,8.6,296.7,398,FALSE
666,9,9_1,9,10,2,2,4,5,F4,actr1,actr,Dja-1,611,41,25,9.1,213.7,312,FALSE
667,9,9_1,13,8,5,7,4,5,F4,actr1,actr,Fei-0,615,40,44.8,6.3,210.4,176,FALSE
668,11,11_1,13,12,5,2,5,6,F4,actr1,actr,Fei-0,783,45,50.8,14.8,NA,319,FALSE
669,11,11_1,7,4,5,7,5,6,F4,actr1,actr,Ler-0,777,NA,NA,NA,NA,NA,TRUE
670,11,11_1,10,5,3,9,6,6,F4,actr1,actr,Sap-0,780,27,38.2,3.8,101.4,252,FALSE
671,9,9_1,1,9,6,10,4,5,F4,actr1,actr,Tol-0,603,45,38.9,12.4,811.8,132,FALSE
672,11,11_1,1,8,6,6,6,6,F4,actr1,actr,Tol-0,771,60,42.2,10,933.2,169,FALSE
673,7,7_4,4,7,6,14,4,4,F4,actr1,actr,TRE-1,480,23,41.2,9.9,294.1,424,FALSE
674,11,11_1,12,6,4,6,5,6,F4,actr1,actr,TRE-1,782,52,43.8,7.3,NA,105,FALSE
675,7,7_4,1,9,2,15,4,4,F4,actr1,actr,Tri-0,477,42,55.6,13.5,636.2,350,FALSE
