layer,P.layer,P.row,treat.1,Generation,bu,ID,ecotype,treat,flt,height,diam,biomass,fruit,rm
11,11,11_5,Salt1,Anc,NA,839,TRE-1,Salt1,31,44,4.5,110.3,82,FALSE
11,11,11_6,Salt2,Anc,NA,849,TRE-1,Salt2,46,20.2,7.6,161.6,23,FALSE
11,11,11_7,Cd1,Anc,NA,868,TRE-1,Cd1,37,58.2,7.6,360.3,106,FALSE
12,12,12_3,Drought,Anc,NA,882,TRE-1,Drought,43,59,12,596.8,104,FALSE
12,12,12_4,Nutrient2,Anc,NA,894,TRE-1,Nutrient2,41,71,15.5,833.8,65,FALSE
12,12,12_5,actr,Anc,NA,897,TRE-1,actr2,53,47,8.1,239.5,114,FALSE
12,12,12_6,Leaf,Anc,NA,922,TRE-1,Leaf,58,56,8,NA,251,FALSE
12,12,12_7,Nutrient1,Anc,NA,936,TRE-1,Nutrient1,44,64.2,8.9,240.1,135,FALSE
6,6,6_1,Leaf,Anc,NA,946,TRE-1,Leaf,63,33,14,826.4,54,FALSE
6,6,6_2,Nutrient1,Anc,NA,956,TRE-1,Nutrient1,NA,45,8.5,253.8,95,FALSE
6,6,6_3,Drought,Anc,NA,971,TRE-1,Drought,45,40,8,277.9,35,FALSE
6,6,6_5,Nutrient2,Anc,NA,983,TRE-1,Nutrient2,43,48,12.5,572.7,75,FALSE
6,6,6_7,actr,Anc,NA,1002,TRE-1,actr2,53,44.5,15,738.4,62,FALSE
1,1,1_1,JA,Anc,NA,11,Tri-1,JA,52,47.5,10.9,187.6,98,FALSE
1,1,1_2,Salt1,Anc,NA,24,Tri-1,Salt1,37,22.1,NA,15.8,17,FALSE
1,1,1_3,Salt2,Anc,NA,30,Tri-1,Salt2,52,10.1,4.6,24.9,4,FALSE
1,1,1_4,Cd2,Anc,NA,44,Tri-1,Cd2,54,30,NA,64.9,9,FALSE
1,1,1_5,actr,Anc,NA,57,Tri-1,actr1,50,55,12,290.3,42,FALSE
1,1,1_6,Cd1,Anc,NA,80,Tri-1,Cd1,58,39,7.1,89.5,37,FALSE
1,1,1_7,JActr,Anc,NA,96,Tri-1,JActr,44,54,10.2,234.5,219,FALSE
2,2,2_1,Nutrient2,Anc,NA,102,Tri-1,Nutrient2,50,57.4,12.2,545.1,219,FALSE
2,2,2_2,actr,Anc,NA,114,Tri-1,actr2,50,49,7.5,124.7,92,FALSE
2,2,2_4,Drought,Anc,NA,132,Tri-1,Drought,51,39.8,7.4,81.8,64,FALSE
2,2,2_5,Leaf,Anc,NA,143,Tri-1,Leaf,53,52,10.8,NA,118,FALSE
2,2,2_6,Nutrient1,Anc,NA,165,Tri-1,Nutrient1,58,19.1,5.6,10.6,17,FALSE
3,3,3_1,JA,Anc,NA,176,Tri-1,JA,52,38.2,9.2,96.1,28,FALSE
3,3,3_2,Salt2,Anc,NA,193,Tri-1,Salt2,38,22.2,NA,7.8,10,FALSE
3,3,3_3,Salt1,Anc,NA,197,Tri-1,Salt1,52,16.2,5.3,51.6,8,FALSE
3,3,3_4,Cd2,Anc,NA,216,Tri-1,Cd2,52,36.1,7.5,61.4,28,FALSE
3,3,3_5,actr,Anc,NA,236,Tri-1,actr1,50,50.5,13.1,277.2,180,FALSE
3,3,3_6,JActr,Anc,NA,252,Tri-1,JActr,50,58.2,9.5,136.3,165,FALSE
3,3,3_7,Cd1,Anc,NA,254,Tri-1,Cd1,56,45,6,140.4,84,FALSE
4,4,4_1,Drought,Anc,NA,277,Tri-1,Drought,45,53.2,8.5,184.1,135,FALSE
4,4,4_4,Nutrient1,Anc,NA,308,Tri-1,Nutrient1,48,24,2.5,19.8,18,FALSE
4,4,4_6,actr,Anc,NA,317,Tri-1,actr2,60,55.5,13.8,150.6,151,FALSE
4,4,4_7,Nutrient2,Anc,NA,324,Tri-1,Nutrient2,58,58.3,13.3,552.3,91,FALSE
5,5,5_1,Salt1,Anc,NA,345,Tri-1,Salt1,49,46.5,11.4,271.6,139,FALSE
5,5,5_2,JActr,Anc,NA,356,Tri-1,JActr,59,42,9.5,166.6,109,FALSE
5,5,5_3,Cd1,Anc,NA,370,Tri-1,Cd1,51,46.5,9.6,244.7,123,FALSE
5,5,5_4,Cd2,Anc,NA,381,Tri-1,Cd2,51,36.4,7,116.1,32,FALSE
5,5,5_5,JA,Anc,NA,397,Tri-1,JA,50,58.6,13,256.3,69,FALSE
5,5,5_6,Salt2,Anc,NA,409,Tri-1,Salt2,48,27.2,8,96.8,21,FALSE
5,5,5_7,actr,Anc,NA,432,Tri-1,actr1,50,NA,NA,576.7,NA,FALSE
7,7,7_1,Cd2,Anc,NA,445,Tri-1,Cd2,67,17,7.8,126.1,0,FALSE
7,7,7_2,Cd1,Anc,NA,455,Tri-1,Cd1,64,27,9.6,125.3,7,FALSE
7,7,7_3,JA,Anc,NA,476,Tri-1,JA,54,50.8,8.2,192.3,120,FALSE
7,7,7_4,actr,Anc,NA,477,Tri-1,actr1,56,48,9.5,163,103,FALSE
7,7,7_5,Salt1,Anc,NA,495,Tri-1,Salt1,58,24.2,5.3,91.4,5,FALSE
7,7,7_6,JActr,Anc,NA,506,Tri-1,JActr,53,47,11.2,150.5,26,FALSE
7,7,7_7,Salt2,Anc,NA,524,Tri-1,Salt2,44,25.6,3.1,86,45,FALSE
8,8,8_1,Drought,Anc,NA,543,Tri-1,Drought,63,45.5,9,133.6,62,FALSE
8,8,8_2,Nutrient1,Anc,NA,554,Tri-1,Nutrient1,50,53.6,8.7,55.7,53,FALSE
8,8,8_3,Nutrient2,Anc,NA,569,Tri-1,Nutrient2,52,43.1,11.3,178.6,20,FALSE
8,8,8_6,Leaf,Anc,NA,584,Tri-1,Leaf,51,62,14.5,578.8,400,FALSE
8,8,8_7,actr,Anc,NA,590,Tri-1,actr2,59,47,15,364.8,67,FALSE
9,9,9_1,actr,Anc,NA,613,Tri-1,actr1,66,38.6,10.8,84.4,99,FALSE
9,9,9_2,Cd1,Anc,NA,617,Tri-1,Cd1,NA,NA,NA,NA,NA,FALSE
9,9,9_3,Cd2,Anc,NA,635,Tri-1,Cd2,56,46.1,8,155,91,FALSE
9,9,9_4,Salt1,Anc,NA,655,Tri-1,Salt1,54,48,8,95.6,46,FALSE
9,9,9_5,Salt2,Anc,NA,671,Tri-1,Salt2,54,13.6,NA,20.6,3,FALSE
9,9,9_6,JA,Anc,NA,674,Tri-1,JA,50,43.2,9.1,166.2,123,FALSE
9,9,9_7,JActr,Anc,NA,694,Tri-1,JActr,51,49.5,15,431.1,104,FALSE
10,10,10_1,actr,Anc,NA,711,Tri-1,actr2,45,45,8.9,194.4,127,FALSE
10,10,10_2,Drought,Anc,NA,717,Tri-1,Drought,46,53,7,189.2,195,FALSE
10,10,10_3,Nutrient2,Anc,NA,738,Tri-1,Nutrient2,43,45,13.9,459.1,120,FALSE
10,10,10_4,Leaf,Anc,NA,743,Tri-1,Leaf,52,50.6,9.2,303.4,134,FALSE
10,10,10_5,Nutrient1,Anc,NA,763,Tri-1,Nutrient1,49,46.5,5.8,43.9,64,FALSE
11,11,11_1,actr,Anc,NA,781,Tri-1,actr1,57,55.5,12.9,608.1,170,FALSE
11,11,11_2,JActr,Anc,NA,792,Tri-1,JActr,58,NA,14.5,315.9,46,FALSE
11,11,11_3,JA,Anc,NA,804,Tri-1,JA,49,42.5,14,603.1,262,FALSE
11,11,11_4,Cd2,Anc,NA,822,Tri-1,Cd2,56,47.6,8,163.2,84,FALSE
11,11,11_5,Salt1,Anc,NA,830,Tri-1,Salt1,40,36.7,8.9,75.3,97,FALSE
11,11,11_6,Salt2,Anc,NA,847,Tri-1,Salt2,50,32.3,11,203.2,57,FALSE
11,11,11_7,Cd1,Anc,NA,858,Tri-1,Cd1,58,53.8,11.5,234.3,85,FALSE
12,12,12_3,Drought,Anc,NA,871,Tri-1,Drought,38,43.2,8.8,171.2,256,FALSE
12,12,12_4,Nutrient2,Anc,NA,886,Tri-1,Nutrient2,42,56,13,763.7,260,FALSE
12,12,12_6,Leaf,Anc,NA,911,Tri-1,Leaf,48,55.1,11.9,294,NA,FALSE
12,12,12_7,Nutrient1,Anc,NA,935,Tri-1,Nutrient1,38,NA,NA,69.6,NA,FALSE
6,6,6_1,Leaf,Anc,NA,943,Tri-1,Leaf,51,51,7,372.3,248,FALSE
6,6,6_2,Nutrient1,Anc,NA,966,Tri-1,Nutrient1,54,48.6,7.6,125.9,65,FALSE
6,6,6_3,Drought,Anc,NA,972,Tri-1,Drought,51,41.7,11.4,197.5,39,FALSE
6,6,6_5,Nutrient2,Anc,NA,981,Tri-1,Nutrient2,51,44,13,338,211,FALSE
6,6,6_7,actr,Anc,NA,1008,Tri-1,actr2,57,45,9.2,248.4,NA,FALSE
1,1,1_1,JA,Anc,NA,6,Ws-2,JA,25,29.7,NA,98.6,162,FALSE
1,1,1_2,Salt1,Anc,NA,20,Ws-2,Salt1,34,23.3,NA,42.1,61,FALSE
1,1,1_3,Salt2,Anc,NA,41,Ws-2,Salt2,33,21,2,60.8,63,FALSE
1,1,1_4,Cd2,Anc,NA,55,Ws-2,Cd2,23,25.1,4.3,96.6,57,FALSE
1,1,1_5,actr,Anc,NA,61,Ws-2,actr1,22,33.5,5.2,153.4,254,FALSE
1,1,1_6,Cd1,Anc,NA,82,Ws-2,Cd1,31,21,5,109,254,FALSE
1,1,1_7,JActr,Anc,NA,94,Ws-2,JActr,22,29.5,4,177.8,322,FALSE
2,2,2_1,Nutrient2,Anc,NA,112,Ws-2,Nutrient2,24,26,NA,40.8,46,FALSE
2,2,2_2,actr,Anc,NA,113,Ws-2,actr2,32,27,NA,14.1,42,FALSE
2,2,2_4,Drought,Anc,NA,135,Ws-2,Drought,23,27.2,3.3,64.9,NA,FALSE
2,2,2_5,Leaf,Anc,NA,152,Ws-2,Leaf,30,20.5,NA,39.2,15,FALSE
2,2,2_6,Nutrient1,Anc,NA,160,Ws-2,Nutrient1,28,24,NA,111.6,145,FALSE
3,3,3_1,JA,Anc,NA,174,Ws-2,JA,30,45.3,5.6,106.8,235,FALSE
3,3,3_2,Salt2,Anc,NA,188,Ws-2,Salt2,28,10.6,NA,54.8,11,FALSE
3,3,3_3,Salt1,Anc,NA,198,Ws-2,Salt1,32,22.1,NA,31.5,30,FALSE
3,3,3_4,Cd2,Anc,NA,212,Ws-2,Cd2,22,19,3,32.7,7,FALSE
3,3,3_5,actr,Anc,NA,232,Ws-2,actr1,30,16,NA,37.7,63,FALSE
3,3,3_6,JActr,Anc,NA,245,Ws-2,JActr,25,27.3,5.5,102.7,123,FALSE
3,3,3_7,Cd1,Anc,NA,260,Ws-2,Cd1,32,19,NA,52.7,61,FALSE
4,4,4_1,Drought,Anc,NA,272,Ws-2,Drought,27,25.5,NA,73.2,144,FALSE
4,4,4_3,Leaf,Anc,NA,284,Ws-2,Leaf,22,22.5,2.5,82.9,145,FALSE
4,4,4_4,Nutrient1,Anc,NA,302,Ws-2,Nutrient1,24,33,NA,74,70,FALSE
4,4,4_6,actr,Anc,NA,318,Ws-2,actr2,29,28.5,3,84.8,189,FALSE
4,4,4_7,Nutrient2,Anc,NA,335,Ws-2,Nutrient2,24,25.6,NA,57.7,115,FALSE
5,5,5_1,Salt1,Anc,NA,350,Ws-2,Salt1,28,18.7,3.3,30.3,78,FALSE
5,5,5_2,JActr,Anc,NA,351,Ws-2,JActr,NA,29.4,NA,72.1,138,FALSE
5,5,5_3,Cd1,Anc,NA,375,Ws-2,Cd1,30,35.6,8.2,NA,298,FALSE
5,5,5_4,Cd2,Anc,NA,382,Ws-2,Cd2,24,25.2,NA,54.3,145,FALSE
5,5,5_5,JA,Anc,NA,403,Ws-2,JA,20,29.6,3.5,175.4,357,FALSE
5,5,5_6,Salt2,Anc,NA,420,Ws-2,Salt2,21,29.5,5.2,81.4,133,FALSE
5,5,5_7,actr,Anc,NA,431,Ws-2,actr1,25,32.5,5.8,193.7,303,FALSE
7,7,7_1,Cd2,Anc,NA,440,Ws-2,Cd2,23,33.5,4.7,92.2,69,FALSE
7,7,7_2,Cd1,Anc,NA,454,Ws-2,Cd1,23,32.3,1.2,109.4,78,FALSE
7,7,7_3,JA,Anc,NA,473,Ws-2,JA,22,31.8,3.6,99.9,69,FALSE
7,7,7_4,actr,Anc,NA,484,Ws-2,actr1,26,33.8,3.2,77.2,106,FALSE
7,7,7_5,Salt1,Anc,NA,502,Ws-2,Salt1,23,35.6,2.5,83.5,115,FALSE
7,7,7_6,JActr,Anc,NA,510,Ws-2,JActr,20,32.2,5.6,88.8,135,FALSE
7,7,7_7,Salt2,Anc,NA,526,Ws-2,Salt2,23,29.1,5.5,132.4,197,FALSE
8,8,8_1,Drought,Anc,NA,538,Ws-2,Drought,24,26.8,NA,45,102,FALSE
8,8,8_2,Nutrient1,Anc,NA,560,Ws-2,Nutrient1,24,41.6,2.6,56,143,FALSE
8,8,8_3,Nutrient2,Anc,NA,570,Ws-2,Nutrient2,20,20,4,84.4,175,FALSE
8,8,8_6,Leaf,Anc,NA,579,Ws-2,Leaf,23,19.5,NA,33.4,86,FALSE
8,8,8_7,actr,Anc,NA,602,Ws-2,actr2,26,29,5,127.3,206,FALSE
9,9,9_1,actr,Anc,NA,608,Ws-2,actr1,26,33,NA,89.8,263,FALSE
9,9,9_2,Cd1,Anc,NA,620,Ws-2,Cd1,26,26,NA,84.6,108,FALSE
9,9,9_3,Cd2,Anc,NA,637,Ws-2,Cd2,23,27,NA,95,190,FALSE
9,9,9_4,Salt1,Anc,NA,658,Ws-2,Salt1,27,28.7,NA,69.2,104,FALSE
9,9,9_5,Salt2,Anc,NA,669,Ws-2,Salt2,22,25,NA,62.6,55,FALSE
9,9,9_6,JA,Anc,NA,679,Ws-2,JA,31,24,NA,89.9,222,FALSE
9,9,9_7,JActr,Anc,NA,698,Ws-2,JActr,26,54,5,164.2,258,FALSE
10,10,10_1,actr,Anc,NA,706,Ws-2,actr2,24,18.6,NA,36.3,71,FALSE
10,10,10_2,Drought,Anc,NA,721,Ws-2,Drought,24,23.9,NA,39.2,100,FALSE
10,10,10_3,Nutrient2,Anc,NA,736,Ws-2,Nutrient2,32,26,NA,46.3,80,FALSE
10,10,10_4,Leaf,Anc,NA,756,Ws-2,Leaf,30,25.6,4.2,67.6,122,FALSE
10,10,10_5,Nutrient1,Anc,NA,761,Ws-2,Nutrient1,26,34.6,1.2,33.6,63,FALSE
11,11,11_1,actr,Anc,NA,776,Ws-2,actr1,23,36.3,3.4,156.3,256,FALSE
11,11,11_2,JActr,Anc,NA,798,Ws-2,JActr,25,23.9,NA,58.5,95,FALSE
11,11,11_3,JA,Anc,NA,805,Ws-2,JA,23,31.5,3,133.1,283,FALSE
11,11,11_4,Cd2,Anc,NA,814,Ws-2,Cd2,NA,29.8,7.5,128.6,113,FALSE
11,11,11_5,Salt1,Anc,NA,827,Ws-2,Salt1,21,20.6,1.3,45.9,70,FALSE
11,11,11_6,Salt2,Anc,NA,844,Ws-2,Salt2,21,25.2,NA,72.7,55,FALSE
11,11,11_7,Cd1,Anc,NA,859,Ws-2,Cd1,25,32,5.5,123.9,253,FALSE
12,12,12_3,Drought,Anc,NA,874,Ws-2,Drought,25,27.2,NA,60.4,147,FALSE
12,12,12_4,Nutrient2,Anc,NA,893,Ws-2,Nutrient2,22,39.5,NA,183.4,316,FALSE
12,12,12_5,actr,Anc,NA,906,Ws-2,actr2,23,32,4.5,151.3,296,FALSE
12,12,12_6,Leaf,Anc,NA,912,Ws-2,Leaf,22,28.2,1.5,93.6,113,FALSE
12,12,12_7,Nutrient1,Anc,NA,930,Ws-2,Nutrient1,NA,50.9,1.7,259.5,149,FALSE
6,6,6_1,Leaf,Anc,NA,952,Ws-2,Leaf,33,7.8,NA,66.1,6,FALSE
6,6,6_2,Nutrient1,Anc,NA,964,Ws-2,Nutrient1,30,25.2,1.5,67.6,100,FALSE
6,6,6_3,Drought,Anc,NA,968,Ws-2,Drought,26,22,NA,29.5,32,FALSE
6,6,6_5,Nutrient2,Anc,NA,982,Ws-2,Nutrient2,22,28.5,NA,59.1,85,FALSE
6,6,6_7,actr,Anc,NA,996,Ws-2,actr2,30,30.2,4.7,139.7,338,FALSE
