layer,P.layer,P.row,replicate,Row,Col,treat.1,Generation,ecotype,treat,flt,height,diam,biomass,fruit,rm,id
3,1,1_7,1,6,14,JActr,F1,Olympia-2,JActr,50,40,6.6,66.8,55,FALSE,89
4,2,2_1,1,2,2,Nutrient2,F1,Olympia-2,Nutrient2,43,39.3,8.8,70.9,127,FALSE,111
3,2,2_2,1,1,10,actr,F1,Olympia-2,actr2,42,36.4,6.5,63.6,132,FALSE,117
4,2,2_4,1,5,4,Drought,F1,Olympia-2,Drought,50,45,8,100.9,133,FALSE,134
3,2,2_5,1,6,13,Leaf,F1,Olympia-2,Leaf,43,37.4,7.5,98.5,101,FALSE,141
3,2,2_6,1,4,7,Nutrient1,F1,Olympia-2,Nutrient1,42,39.4,8.3,111.5,178,FALSE,159
9,3,3_1,2,4,5,JA,F1,Olympia-2,JA,46,37.4,4.7,65.7,120,FALSE,170
9,3,3_2,2,3,10,Salt2,F1,Olympia-2,Salt2,52,46.2,7.5,144.3,143,FALSE,187
9,3,3_3,2,3,1,Salt1,F1,Olympia-2,Salt1,52,30.6,6,55.7,65,FALSE,205
9,3,3_4,2,4,8,Cd2,F1,Olympia-2,Cd2,53,39.9,7.4,100.9,103,FALSE,213
5,3,3_5,2,3,12,actr,F1,Olympia-2,actr1,41,28.2,6.3,41.5,72,FALSE,237
5,3,3_6,2,2,13,JActr,F1,Olympia-2,JActr,46,49.1,8,141.2,202,FALSE,242
5,3,3_7,2,3,2,Cd1,F1,Olympia-2,Cd1,35,41.2,8.2,111.3,204,FALSE,265
5,4,4_1,2,3,8,Drought,F1,Olympia-2,Drought,42,32.5,5.2,47.2,60,FALSE,271
5,4,4_3,2,1,2,Leaf,F1,Olympia-2,Leaf,43,34,9.7,130.1,185,FALSE,287
5,4,4_4,2,6,4,Nutrient1,F1,Olympia-2,Nutrient1,49,36.3,6.3,63.4,80,FALSE,297
5,4,4_6,2,6,3,actr,F1,Olympia-2,actr2,48,35.5,5,65.6,83,FALSE,311
9,4,4_7,2,6,1,Nutrient2,F1,Olympia-2,Nutrient2,48,43.2,7,83.9,93,FALSE,327
11,5,5_1,3,2,6,Salt1,F1,Olympia-2,Salt1,50,43,7,109.7,111,FALSE,339
11,5,5_2,3,4,4,JActr,F1,Olympia-2,JActr,50,39.8,7,113.5,156,FALSE,352
1,5,5_3,3,6,14,Cd1,F1,Olympia-2,Cd1,42,37.2,8,88.8,137,FALSE,371
11,5,5_4,3,3,10,Cd2,F1,Olympia-2,Cd2,43,40.5,6.5,70.9,113,FALSE,384
11,5,5_5,3,3,4,JA,F1,Olympia-2,JA,46,42.4,7.9,108.3,158,FALSE,398
11,5,5_6,3,1,6,Salt2,F1,Olympia-2,Salt2,47,46.3,NA,160.3,181,FALSE,408
11,5,5_7,3,5,8,actr,F1,Olympia-2,actr1,40,30.4,5.5,59.3,80,FALSE,423
6,7,7_1,4,6,7,Cd2,F1,Olympia-2,Cd2,46,36.2,6.6,83.4,124,FALSE,439
8,7,7_2,4,5,4,Cd1,F1,Olympia-2,Cd1,42,30.1,4.6,49.7,88,FALSE,452
6,7,7_3,4,2,14,JA,F1,Olympia-2,JA,49,31,5.8,25.2,36,FALSE,475
8,7,7_4,4,2,8,actr,F1,Olympia-2,actr1,51,36,NA,57.3,82,FALSE,481
6,7,7_5,4,4,4,Salt1,F1,Olympia-2,Salt1,43,43.2,8.9,127.5,203,FALSE,492
6,7,7_6,4,4,7,JActr,F1,Olympia-2,JActr,46,42.1,6,77.4,105,FALSE,518
8,7,7_7,4,5,11,Salt2,F1,Olympia-2,Salt2,49,39,7,88.6,80,FALSE,530
8,8,8_1,4,2,7,Drought,F1,Olympia-2,Drought,43,32.5,5,55,85,FALSE,537
8,8,8_2,4,1,2,Nutrient1,F1,Olympia-2,Nutrient1,45,33.5,4.9,50.7,78,FALSE,556
8,8,8_3,4,2,13,Nutrient2,F1,Olympia-2,Nutrient2,56,35.2,6.8,73.4,78,FALSE,574
8,8,8_6,4,3,8,Leaf,F1,Olympia-2,Leaf,53,45.7,10.5,144.8,175,FALSE,577
6,8,8_7,4,3,5,actr,F1,Olympia-2,actr2,46,43.2,6,73.2,104,FALSE,599
7,9,9_1,5,4,10,actr,F1,Olympia-2,actr1,47,38,5.5,52,81,FALSE,607
7,9,9_2,5,2,8,Cd1,F1,Olympia-2,Cd1,47,42.4,6.7,73.5,117,FALSE,627
2,9,9_3,5,2,5,Cd2,F1,Olympia-2,Cd2,41,37.4,8.2,66.9,104,FALSE,644
2,9,9_4,5,4,4,Salt1,F1,Olympia-2,Salt1,45,48.1,7.3,114.8,149,FALSE,648
2,9,9_5,5,1,11,Salt2,F1,Olympia-2,Salt2,45,37.8,7.5,104.4,115,FALSE,670
7,9,9_6,5,5,8,JA,F1,Olympia-2,JA,49,26.3,2.6,28.2,45,FALSE,684
7,9,9_7,5,1,14,JActr,F1,Olympia-2,JActr,49,33.7,5.5,26.2,48,FALSE,695
7,10,10_1,5,2,14,actr,F1,Olympia-2,actr2,41,39,6.9,61.2,134,FALSE,705
2,10,10_2,5,5,14,Drought,F1,Olympia-2,Drought,43,41,8.1,88.4,113,FALSE,715
7,10,10_3,5,3,13,Nutrient2,F1,Olympia-2,Nutrient2,41,36.3,6,41,80,FALSE,740
2,10,10_4,5,3,5,Leaf,F1,Olympia-2,Leaf,45,43.8,7.7,107.2,137,FALSE,751
7,10,10_5,5,4,14,Nutrient1,F1,Olympia-2,Nutrient1,45,41.6,7,81.6,146,FALSE,765
10,11,11_1,6,3,11,actr,F1,Olympia-2,actr1,45,47.2,NA,81.4,122,FALSE,775
12,11,11_2,6,2,3,JActr,F1,Olympia-2,JActr,41,43.2,9.2,127.3,103,FALSE,787
12,11,11_3,6,6,5,JA,F1,Olympia-2,JA,46,44.3,8,96.9,109,FALSE,806
12,11,11_4,6,6,11,Cd2,F1,Olympia-2,Cd2,40,34.5,5.3,54.1,83,FALSE,826
12,11,11_5,6,2,14,Salt1,F1,Olympia-2,Salt1,56,33.9,NA,74,80,FALSE,835
10,11,11_6,6,4,11,Salt2,F1,Olympia-2,Salt2,43,44.8,6.7,106.2,156,FALSE,846
12,11,11_7,6,1,6,Cd1,F1,Olympia-2,Cd1,42,40.6,8.2,102.5,141,FALSE,860
10,12,12_3,6,4,8,Drought,F1,Olympia-2,Drought,42,40.3,7.7,79.3,136,FALSE,872
10,12,12_4,6,6,3,Nutrient2,F1,Olympia-2,Nutrient2,50,NA,6.2,83.9,83,FALSE,895
12,12,12_5,6,1,2,actr,F1,Olympia-2,actr2,47,43.8,10.3,156,170,FALSE,907
12,12,12_6,6,2,4,Leaf,F1,Olympia-2,Leaf,41,36,8,69,100,FALSE,917
12,12,12_7,6,5,13,Nutrient1,F1,Olympia-2,Nutrient1,48,39.7,7.5,119.2,180,FALSE,929
1,6,6_1,3,6,8,Leaf,F1,Olympia-2,Leaf,51,46.7,7.8,121,138,FALSE,949
11,6,6_2,3,1,12,Nutrient1,F1,Olympia-2,Nutrient1,42,36,4.2,40.5,65,FALSE,954
11,6,6_3,3,5,5,Drought,F1,Olympia-2,Drought,45,33,5,47.6,74,FALSE,975
11,6,6_5,3,2,14,Nutrient2,F1,Olympia-2,Nutrient2,38,22,4.6,58.8,101,FALSE,993
11,6,6_7,3,1,9,actr,F1,Olympia-2,actr2,45,37.8,6.8,109.6,174,FALSE,1003
10,1,1_1,1,3,12,JA,F2,Olympia-2,JA,32,40.8,8.6,136.1,252,FALSE,5
10,1,1_2,1,1,3,Salt1,F2,Olympia-2,Salt1,32,41.4,7.9,141.2,146,FALSE,22
10,1,1_3,1,3,6,Salt2,F2,Olympia-2,Salt2,37,38.1,8.7,173.4,224,FALSE,39
7,1,1_4,1,4,5,Cd2,F2,Olympia-2,Cd2,35,41.8,7.7,153.4,194,FALSE,53
10,1,1_5,1,6,13,actr,F2,Olympia-2,actr1,36,40.5,8.6,163.2,160,FALSE,59
10,1,1_6,1,4,5,Cd1,F2,Olympia-2,Cd1,34,33.7,6.9,131.3,126,FALSE,84
7,1,1_7,1,5,4,JActr,F2,Olympia-2,JActr,34,41.2,8.7,171.2,226,FALSE,89
10,2,2_1,1,2,7,Nutrient2,F2,Olympia-2,Nutrient2,35,36.8,9.2,152,128,FALSE,111
10,2,2_2,1,3,8,actr,F2,Olympia-2,actr2,36,39.3,7,131.7,191,FALSE,117
7,2,2_4,1,2,7,Drought,F2,Olympia-2,Drought,36,47.7,8.8,139.1,179,FALSE,134
7,2,2_5,1,4,4,Leaf,F2,Olympia-2,Leaf,38,41.7,8.5,152.8,179,FALSE,141
7,2,2_6,1,1,11,Nutrient1,F2,Olympia-2,Nutrient1,36,46.5,9.5,212.6,267,FALSE,159
1,3,3_1,2,4,12,JA,F2,Olympia-2,JA,34,42.3,9.2,271.6,291,FALSE,170
5,3,3_2,2,5,13,Salt2,F2,Olympia-2,Salt2,35,39,8.6,NA,269,FALSE,187
5,3,3_3,2,5,8,Salt1,F2,Olympia-2,Salt1,31,37.2,9.1,159.6,149,FALSE,205
5,3,3_4,2,6,8,Cd2,F2,Olympia-2,Cd2,33,34.5,8.9,154,196,FALSE,213
1,3,3_5,2,5,13,actr,F2,Olympia-2,actr1,38,40.9,9.3,246.5,277,FALSE,237
5,3,3_6,2,3,11,JActr,F2,Olympia-2,JActr,32,42,6.9,132,199,FALSE,242
5,3,3_7,2,3,12,Cd1,F2,Olympia-2,Cd1,36,37.8,7.9,75,89,FALSE,265
1,4,4_1,2,5,9,Drought,F2,Olympia-2,Drought,37,36.2,6,119.3,111,FALSE,271
5,4,4_3,2,6,4,Leaf,F2,Olympia-2,Leaf,32,42.6,9.3,195.4,261,FALSE,287
1,4,4_4,2,1,7,Nutrient1,F2,Olympia-2,Nutrient1,37,35.6,6.4,98,88,FALSE,297
5,4,4_6,2,1,9,actr,F2,Olympia-2,actr2,34,40.2,7.9,157.4,243,FALSE,311
1,4,4_7,2,2,11,Nutrient2,F2,Olympia-2,Nutrient2,35,38.7,8.2,172.3,196,FALSE,327
6,5,5_1,3,6,5,Salt1,F2,Olympia-2,Salt1,32,40.1,7.1,163.6,225,FALSE,339
6,5,5_2,3,3,11,JActr,F2,Olympia-2,JActr,32,40.2,9.4,201.8,175,FALSE,352
6,5,5_3,3,5,14,Cd1,F2,Olympia-2,Cd1,35,38,9.6,228.6,167,FALSE,371
2,5,5_4,3,1,13,Cd2,F2,Olympia-2,Cd2,34,33.6,7.5,121.3,156,FALSE,384
6,5,5_5,3,1,14,JA,F2,Olympia-2,JA,34,41.8,8.4,197.2,172,FALSE,398
2,5,5_6,3,4,11,Salt2,F2,Olympia-2,Salt2,37,35.6,8.6,173.4,183,FALSE,408
2,5,5_7,3,6,8,actr,F2,Olympia-2,actr1,39,33.2,7.9,198,161,FALSE,423
3,7,7_1,4,1,12,Cd2,F2,Olympia-2,Cd2,34,37,9.4,233.6,288,FALSE,439
3,7,7_2,4,1,10,Cd1,F2,Olympia-2,Cd1,40,40.2,9.1,281.1,228,FALSE,452
3,7,7_3,4,4,7,JA,F2,Olympia-2,JA,NA,35.1,8.9,210.6,247,FALSE,475
8,7,7_4,4,5,10,actr,F2,Olympia-2,actr1,38,36.8,6.8,142.2,213,FALSE,481
3,7,7_5,4,4,6,Salt1,F2,Olympia-2,Salt1,33,40,8.4,230.2,283,FALSE,492
3,7,7_6,4,4,8,JActr,F2,Olympia-2,JActr,34,42.5,9.6,257.5,266,FALSE,518
8,7,7_7,4,3,2,Salt2,F2,Olympia-2,Salt2,35,45.1,8.6,200,207,FALSE,530
8,8,8_1,4,6,9,Drought,F2,Olympia-2,Drought,33,40.4,8.6,218.8,213,FALSE,537
8,8,8_2,4,3,9,Nutrient1,F2,Olympia-2,Nutrient1,33,44,8.1,232.4,298,FALSE,556
8,8,8_3,4,6,1,Nutrient2,F2,Olympia-2,Nutrient2,40,58.5,9.9,230.5,152,FALSE,574
3,8,8_6,4,5,1,Leaf,F2,Olympia-2,Leaf,42,39.6,9.1,220.4,160,FALSE,577
8,8,8_7,4,6,7,actr,F2,Olympia-2,actr2,36,36.5,10.1,234.6,287,FALSE,599
9,9,9_1,5,6,6,actr,F2,Olympia-2,actr1,31,43,9,183.1,259,FALSE,607
11,9,9_2,5,2,11,Cd1,F2,Olympia-2,Cd1,35,45.9,7.6,274.3,330,FALSE,627
11,9,9_3,5,3,11,Cd2,F2,Olympia-2,Cd2,31,41.9,6.3,204.9,327,FALSE,644
9,9,9_4,5,4,9,Salt1,F2,Olympia-2,Salt1,33,39.7,NA,185.3,230,FALSE,648
9,9,9_5,5,5,8,Salt2,F2,Olympia-2,Salt2,37,41.4,10.4,295.9,312,FALSE,670
11,9,9_6,5,1,4,JA,F2,Olympia-2,JA,33,42.7,9.8,270,211,FALSE,684
9,9,9_7,5,2,3,JActr,F2,Olympia-2,JActr,31,40.6,10.3,186.1,164,FALSE,695
9,10,10_1,5,1,4,actr,F2,Olympia-2,actr2,37,40,9.7,195.9,233,FALSE,705
9,10,10_2,5,3,9,Drought,F2,Olympia-2,Drought,35,37.5,9.4,250.2,307,FALSE,715
9,10,10_3,5,5,2,Nutrient2,F2,Olympia-2,Nutrient2,34,39.3,8.9,184.3,159,FALSE,740
11,10,10_4,5,2,7,Leaf,F2,Olympia-2,Leaf,34,35.8,NA,288.4,248,FALSE,751
9,10,10_5,5,2,13,Nutrient1,F2,Olympia-2,Nutrient1,33,41.7,8.9,162.4,203,FALSE,765
4,11,11_1,6,4,13,actr,F2,Olympia-2,actr1,37,37,8.8,204,215,FALSE,775
4,11,11_2,6,6,14,JActr,F2,Olympia-2,JActr,29,44.6,7.7,113.1,155,FALSE,787
12,11,11_3,6,6,12,JA,F2,Olympia-2,JA,35,42.7,8.3,263.6,304,FALSE,806
4,11,11_4,6,1,11,Cd2,F2,Olympia-2,Cd2,38,27.6,7.4,183.5,255,FALSE,826
12,11,11_5,6,4,3,Salt1,F2,Olympia-2,Salt1,33,35.6,8.5,141.3,105,FALSE,835
12,11,11_6,6,2,5,Salt2,F2,Olympia-2,Salt2,30,36.2,10.1,206.2,157,FALSE,846
4,11,11_7,6,4,8,Cd1,F2,Olympia-2,Cd1,37,39.6,7.5,135.1,188,FALSE,860
4,12,12_3,6,3,13,Drought,F2,Olympia-2,Drought,33,43.4,9.7,202.8,264,FALSE,872
4,12,12_4,6,2,5,Nutrient2,F2,Olympia-2,Nutrient2,31,43.5,8.2,185.8,153,FALSE,895
4,12,12_5,6,4,1,actr,F2,Olympia-2,actr2,40,43.2,8.6,200.5,168,FALSE,907
4,12,12_6,6,1,9,Leaf,F2,Olympia-2,Leaf,38,38.8,9.2,190.5,257,FALSE,917
4,12,12_7,6,1,5,Nutrient1,F2,Olympia-2,Nutrient1,34,41.7,9.9,263.2,317,FALSE,929
2,6,6_1,3,4,7,Leaf,F2,Olympia-2,Leaf,35,32.7,8.8,226.8,220,FALSE,949
2,6,6_2,3,4,14,Nutrient1,F2,Olympia-2,Nutrient1,32,42.8,9.1,219.3,234,FALSE,954
2,6,6_3,3,2,12,Drought,F2,Olympia-2,Drought,32,39.2,8.7,186.4,208,FALSE,975
2,6,6_5,3,4,13,Nutrient2,F2,Olympia-2,Nutrient2,34,36.2,7.4,187,131,FALSE,993
6,6,6_7,3,3,4,actr,F2,Olympia-2,actr2,31,45.2,8.5,189.9,245,FALSE,1003
11,1,1_1,1,4,11,JA,F3,Olympia-2,JA,29,41.6,NA,195.4,194,FALSE,5
11,1,1_2,1,5,11,Salt1,F3,Olympia-2,Salt1,30,40,NA,163,175,FALSE,22
11,1,1_3,1,4,7,Salt2,F3,Olympia-2,Salt2,31,44.8,11,254.9,232,FALSE,39
11,1,1_4,1,6,1,Cd2,F3,Olympia-2,Cd2,32,41.1,10.7,295.5,320,FALSE,53
1,1,1_5,1,6,12,actr,F3,Olympia-2,actr1,37,44.3,12,349.4,311,FALSE,59
1,1,1_6,1,1,14,Cd1,F3,Olympia-2,Cd1,43,44.4,10.6,339.5,229,FALSE,84
1,1,1_7,1,2,12,JActr,F3,Olympia-2,JActr,42,42.7,9.6,339.6,279,FALSE,89
1,2,2_1,1,1,13,Nutrient2,F3,Olympia-2,Nutrient2,38,40.3,NA,255.2,181,FALSE,111
11,2,2_2,1,4,2,actr,F3,Olympia-2,actr2,31,41.6,10.9,227.6,222,FALSE,117
11,2,2_4,1,6,3,Drought,F3,Olympia-2,Drought,34,40.6,9.2,200.4,189,FALSE,134
11,2,2_5,1,6,11,Leaf,F3,Olympia-2,Leaf,28,42,NA,167.6,189,FALSE,141
1,2,2_6,1,3,5,Nutrient1,F3,Olympia-2,Nutrient1,38,42.6,11,359,356,FALSE,159
4,3,3_1,2,1,14,JA,F3,Olympia-2,JA,41,43,9.6,188.9,188,FALSE,170
6,3,3_2,2,4,13,Salt2,F3,Olympia-2,Salt2,34,35.8,9.4,164,146,FALSE,187
4,3,3_3,2,3,2,Salt1,F3,Olympia-2,Salt1,36,35.8,9.8,252.8,221,FALSE,205
6,3,3_4,2,4,9,Cd2,F3,Olympia-2,Cd2,31,40.4,8.8,199.9,158,FALSE,213
4,3,3_5,2,3,8,actr,F3,Olympia-2,actr1,37,40.9,9.4,243.3,215,FALSE,237
4,3,3_6,2,4,11,JActr,F3,Olympia-2,JActr,36,42.4,10.1,221.1,166,FALSE,242
6,3,3_7,2,1,4,Cd1,F3,Olympia-2,Cd1,33,42.2,10.5,328.4,257,FALSE,265
4,4,4_1,2,2,1,Drought,F3,Olympia-2,Drought,42,35.2,9.9,289.7,198,FALSE,271
6,4,4_3,2,6,12,Leaf,F3,Olympia-2,Leaf,31,43.4,10.3,241.6,186,FALSE,287
6,4,4_4,2,2,1,Nutrient1,F3,Olympia-2,Nutrient1,37,41.8,8.1,214.5,268,FALSE,297
4,4,4_6,2,4,1,actr,F3,Olympia-2,actr2,39,41,10.2,261,146,FALSE,311
4,4,4_7,2,5,1,Nutrient2,F3,Olympia-2,Nutrient2,40,39.7,9.6,242.6,177,FALSE,327
12,5,5_1,3,6,8,Salt1,F3,Olympia-2,Salt1,30,40.3,11,372.1,371,FALSE,339
12,5,5_2,3,3,3,JActr,F3,Olympia-2,JActr,34,40.2,7.8,187.3,176,FALSE,352
8,5,5_3,3,6,12,Cd1,F3,Olympia-2,Cd1,36,34.8,7.2,107.9,111,FALSE,371
8,5,5_4,3,1,11,Cd2,F3,Olympia-2,Cd2,32,43,10.3,186,182,FALSE,384
12,5,5_5,3,2,9,JA,F3,Olympia-2,JA,33,42.6,NA,188.8,221,FALSE,398
8,5,5_6,3,6,9,Salt2,F3,Olympia-2,Salt2,33,41.6,7.8,217.7,222,FALSE,408
12,5,5_7,3,3,4,actr,F3,Olympia-2,actr1,33,38,NA,324.3,270,FALSE,423
10,7,7_1,4,2,11,Cd2,F3,Olympia-2,Cd2,26,NA,NA,124.6,NA,FALSE,439
10,7,7_2,4,4,7,Cd1,F3,Olympia-2,Cd1,24,23.1,8.7,136,108,FALSE,452
10,7,7_3,4,3,12,JA,F3,Olympia-2,JA,36,40.5,8.6,188.8,237,FALSE,475
10,7,7_4,4,5,2,actr,F3,Olympia-2,actr1,40,43.7,9.1,184.8,206,FALSE,481
3,7,7_5,4,1,2,Salt1,F3,Olympia-2,Salt1,42,44.8,9.7,233.9,326,FALSE,492
3,7,7_6,4,3,3,JActr,F3,Olympia-2,JActr,36,44.3,9.6,270.2,289,FALSE,518
3,7,7_7,4,6,1,Salt2,F3,Olympia-2,Salt2,42,52.8,11.5,235.2,353,FALSE,530
10,8,8_1,4,3,9,Drought,F3,Olympia-2,Drought,34,40.1,9.4,175.6,217,FALSE,537
3,8,8_2,4,3,9,Nutrient1,F3,Olympia-2,Nutrient1,33,38.6,8.4,161.1,213,FALSE,556
10,8,8_3,4,4,10,Nutrient2,F3,Olympia-2,Nutrient2,27,51,12.2,255.7,191,FALSE,574
3,8,8_6,4,2,9,Leaf,F3,Olympia-2,Leaf,35,38.9,7.1,134.9,115,FALSE,577
3,8,8_7,4,3,12,actr,F3,Olympia-2,actr2,34,40.4,9,230.8,253,FALSE,599
5,9,9_1,5,3,3,actr,F3,Olympia-2,actr1,37,40.5,8.8,238,182,FALSE,607
5,9,9_2,5,6,10,Cd1,F3,Olympia-2,Cd1,24,23.5,6.4,158.8,108,FALSE,627
5,9,9_3,5,4,9,Cd2,F3,Olympia-2,Cd2,34,40,8.7,207.5,189,FALSE,644
7,9,9_4,5,4,12,Salt1,F3,Olympia-2,Salt1,36,41.2,10.6,160.3,119,FALSE,648
5,9,9_5,5,2,1,Salt2,F3,Olympia-2,Salt2,37,39.5,8.5,199,151,FALSE,670
7,9,9_6,5,4,9,JA,F3,Olympia-2,JA,38,42.2,NA,194.8,241,FALSE,684
5,9,9_7,5,1,4,JActr,F3,Olympia-2,JActr,40,35.8,9.6,228.9,170,FALSE,695
5,10,10_1,5,4,11,actr,F3,Olympia-2,actr2,33,37.6,NA,196.9,142,FALSE,705
7,10,10_2,5,1,12,Drought,F3,Olympia-2,Drought,41,38.7,9.4,225,218,FALSE,715
7,10,10_3,5,4,11,Nutrient2,F3,Olympia-2,Nutrient2,24,35.6,8,116.2,115,FALSE,740
7,10,10_4,5,1,6,Leaf,F3,Olympia-2,Leaf,42,41.1,10.9,207.7,223,FALSE,751
5,10,10_5,5,6,5,Nutrient1,F3,Olympia-2,Nutrient1,39,48.8,8.9,256.3,186,FALSE,765
2,11,11_1,6,2,6,actr,F3,Olympia-2,actr1,36,NA,NA,273.2,NA,FALSE,775
2,11,11_2,6,5,10,JActr,F3,Olympia-2,JActr,36,45.6,12.6,386.4,235,FALSE,787
9,11,11_3,6,4,4,JA,F3,Olympia-2,JA,35,43.9,9.2,267.7,220,FALSE,806
9,11,11_4,6,4,6,Cd2,F3,Olympia-2,Cd2,34,47.2,8.4,249.6,245,FALSE,826
2,11,11_5,6,4,6,Salt1,F3,Olympia-2,Salt1,40,40.9,10.7,305.5,244,FALSE,835
9,11,11_6,6,2,8,Salt2,F3,Olympia-2,Salt2,36,44.7,7.7,221.8,176,FALSE,846
9,11,11_7,6,5,11,Cd1,F3,Olympia-2,Cd1,23,22,6.6,135.8,144,FALSE,860
2,12,12_3,6,4,13,Drought,F3,Olympia-2,Drought,34,43.2,9.9,398.8,277,FALSE,872
9,12,12_4,6,6,8,Nutrient2,F3,Olympia-2,Nutrient2,34,41,9.6,303.6,300,FALSE,895
9,12,12_5,6,3,10,actr,F3,Olympia-2,actr2,34,41.6,9.2,199.5,274,FALSE,907
9,12,12_6,6,2,11,Leaf,F3,Olympia-2,Leaf,37,42,8.2,141.5,182,FALSE,917
2,12,12_7,6,6,7,Nutrient1,F3,Olympia-2,Nutrient1,38,41.7,10.6,276,158,FALSE,929
8,6,6_1,3,1,10,Leaf,F3,Olympia-2,Leaf,33,42,9.9,161.6,156,FALSE,949
12,6,6_2,3,4,8,Nutrient1,F3,Olympia-2,Nutrient1,33,44,NA,329.1,341,FALSE,954
12,6,6_3,3,1,6,Drought,F3,Olympia-2,Drought,33,41.4,9.5,253.4,201,FALSE,975
8,6,6_5,3,3,7,Nutrient2,F3,Olympia-2,Nutrient2,23,32.3,7.2,166.2,154,FALSE,993
12,6,6_7,3,4,9,actr,F3,Olympia-2,actr2,33,40,NA,255,256,FALSE,1003
9,1,1_1,1,5,5,JA,F4,Olympia-2,JA,41,41.6,7.2,187.6,142,FALSE,5
9,1,1_2,1,1,4,Salt1,F4,Olympia-2,Salt1,34,43.1,8.9,143.4,60,FALSE,22
9,1,1_3,1,1,2,Salt2,F4,Olympia-2,Salt2,27,36.6,7,109.6,185,FALSE,39
5,1,1_4,1,4,2,Cd2,F4,Olympia-2,Cd2,30,35.2,7.3,113.1,211,FALSE,53
9,1,1_5,1,4,6,actr,F4,Olympia-2,actr1,26,34.7,5.7,90.3,146,FALSE,59
9,1,1_6,1,6,4,Cd1,F4,Olympia-2,Cd1,25,18.2,2.7,56.1,83,FALSE,84
5,1,1_7,1,6,4,JActr,F4,Olympia-2,JActr,31,34.3,6.3,NA,160,FALSE,89
9,2,2_1,1,2,9,Nutrient2,F4,Olympia-2,Nutrient2,29,34.1,7.2,85.1,170,FALSE,111
5,2,2_2,1,6,1,actr,F4,Olympia-2,actr2,32,34.3,6.5,118.4,120,FALSE,117
9,2,2_4,1,5,13,Drought,F4,Olympia-2,Drought,26,35.2,7.3,123.1,122,FALSE,134
9,2,2_5,1,5,2,Leaf,F4,Olympia-2,Leaf,38,34.2,NA,73.3,84,FALSE,141
5,2,2_6,1,4,9,Nutrient1,F4,Olympia-2,Nutrient1,28,36.8,6.6,96.5,134,FALSE,159
7,3,3_1,2,1,12,JA,F4,Olympia-2,JA,32,33.8,5.7,59.7,132,FALSE,170
4,3,3_2,2,3,7,Salt2,F4,Olympia-2,Salt2,34,35.8,NA,111.6,142,FALSE,187
7,3,3_3,2,6,9,Salt1,F4,Olympia-2,Salt1,22,19.1,4.7,49.8,81,FALSE,205
7,3,3_4,2,6,8,Cd2,F4,Olympia-2,Cd2,51,29.7,5.8,NA,101,FALSE,213
7,3,3_5,2,1,11,actr,F4,Olympia-2,actr1,33,35.4,7.3,NA,166,FALSE,237
7,3,3_6,2,5,9,JActr,F4,Olympia-2,JActr,30,36,6.3,74.1,249,FALSE,242
7,3,3_7,2,2,1,Cd1,F4,Olympia-2,Cd1,33,39.6,6,75.9,128,FALSE,265
4,4,4_1,2,4,10,Drought,F4,Olympia-2,Drought,28,36.2,8.5,143.4,231,FALSE,271
7,4,4_3,2,2,4,Leaf,F4,Olympia-2,Leaf,36,32.1,7.4,81.4,157,FALSE,287
7,4,4_4,2,3,7,Nutrient1,F4,Olympia-2,Nutrient1,32,40.9,7.6,NA,115,FALSE,297
4,4,4_6,2,2,7,actr,F4,Olympia-2,actr2,29,40,7.6,103.8,159,FALSE,311
7,4,4_7,2,6,11,Nutrient2,F4,Olympia-2,Nutrient2,37,24.7,NA,38.3,32,FALSE,327
1,5,5_1,3,4,11,Salt1,F4,Olympia-2,Salt1,34,34.4,4.3,59.5,100,FALSE,339
1,5,5_2,3,6,12,JActr,F4,Olympia-2,JActr,41,35.2,6.7,107.2,133,FALSE,352
1,5,5_3,3,6,14,Cd1,F4,Olympia-2,Cd1,42,35.9,6.6,108.8,113,FALSE,371
1,5,5_4,3,2,12,Cd2,F4,Olympia-2,Cd2,NA,NA,NA,NA,NA,FALSE,384
12,5,5_5,3,2,8,JA,F4,Olympia-2,JA,25,33.4,NA,111.2,207,FALSE,398
1,5,5_6,3,1,4,Salt2,F4,Olympia-2,Salt2,38,38.6,5.6,91.2,141,FALSE,408
12,5,5_7,3,4,9,actr,F4,Olympia-2,actr1,29,36.2,NA,140.4,134,FALSE,423
2,7,7_1,4,1,6,Cd2,F4,Olympia-2,Cd2,38,33.3,6.1,50.4,86,FALSE,439
2,7,7_2,4,1,9,Cd1,F4,Olympia-2,Cd1,NA,NA,NA,NA,NA,FALSE,452
8,7,7_3,4,5,2,JA,F4,Olympia-2,JA,36,38.6,7.9,109.9,140,FALSE,475
8,7,7_4,4,3,5,actr,F4,Olympia-2,actr1,34,39.8,7.6,104.9,134,FALSE,481
2,7,7_5,4,3,14,Salt1,F4,Olympia-2,Salt1,37,39.2,6.9,96.2,166,FALSE,492
2,7,7_7,4,2,9,Salt2,F4,Olympia-2,Salt2,33,34.8,6.8,97.7,170,FALSE,530
2,8,8_1,4,3,5,Drought,F4,Olympia-2,Drought,29,43.1,7.2,117.4,208,FALSE,537
2,8,8_2,4,6,1,Nutrient1,F4,Olympia-2,Nutrient1,32,40.4,6.1,71.1,99,FALSE,556
8,8,8_3,4,6,12,Nutrient2,F4,Olympia-2,Nutrient2,28,35,5.7,71.1,93,FALSE,574
