layer,P.layer,P.row,replicate,Row,Col,treat.1,Generation,ecotype,treat,flt,height,diam,biomass,fruit,rm,id
6,7,7_2,4,5,7,Cd1,F1,Ler-0,Cd1,32,16.7,3.1,51.4,60,FALSE,462
6,7,7_3,4,3,2,JA,F1,Ler-0,JA,32,17,5.9,73.7,124,FALSE,472
8,7,7_5,4,5,13,Salt1,F1,Ler-0,Salt1,36,19.7,3.8,96.7,152,FALSE,500
8,7,7_6,4,2,11,JActr,F1,Ler-0,JActr,29,9.4,NA,13,30,FALSE,509
8,7,7_7,4,6,4,Salt2,F1,Ler-0,Salt2,NA,NA,NA,NA,NA,FALSE,527
6,8,8_1,4,4,8,Drought,F1,Ler-0,Drought,28,13,3.5,19.8,29,FALSE,539
8,8,8_2,4,6,2,Nutrient1,F1,Ler-0,Nutrient1,34,12.3,3.2,27.6,29,FALSE,559
6,8,8_3,4,1,8,Nutrient2,F1,Ler-0,Nutrient2,26,16.7,3.5,36.5,88,FALSE,568
6,8,8_6,4,5,6,Leaf,F1,Ler-0,Leaf,28,11.5,2.9,20.2,27,FALSE,588
8,8,8_7,4,3,1,actr,F1,Ler-0,actr2,35,10.5,3.9,27.9,47,FALSE,592
2,9,9_1,5,5,13,actr,F1,Ler-0,actr1,32,14,3.1,28.3,47,FALSE,609
2,9,9_2,5,3,4,Cd1,F1,Ler-0,Cd1,28,15.4,4,48.5,80,FALSE,619
2,9,9_3,5,6,11,Cd2,F1,Ler-0,Cd2,26,12.5,2.5,18.4,27,FALSE,642
7,9,9_4,5,3,9,Salt1,F1,Ler-0,Salt1,NA,NA,NA,NA,NA,FALSE,657
7,9,9_5,5,5,6,Salt2,F1,Ler-0,Salt2,NA,NA,NA,NA,NA,FALSE,662
2,9,9_6,5,6,2,JA,F1,Ler-0,JA,32,NA,3.7,56.5,55,FALSE,675
7,9,9_7,5,4,3,JActr,F1,Ler-0,JActr,35,13.9,2.8,23.4,42,FALSE,699
7,10,10_1,5,6,7,actr,F1,Ler-0,actr2,34,10,2.4,11.9,23,FALSE,707
7,10,10_2,5,2,9,Drought,F1,Ler-0,Drought,28,NA,NA,NA,NA,FALSE,726
7,10,10_3,5,3,5,Nutrient2,F1,Ler-0,Nutrient2,33,9.3,2.9,16.8,27,FALSE,732
7,10,10_4,5,4,9,Leaf,F1,Ler-0,Leaf,36,17,4.6,31.5,40,FALSE,747
7,10,10_5,5,5,10,Nutrient1,F1,Ler-0,Nutrient1,33,5,NA,5.4,8,FALSE,767
10,11,11_2,6,5,3,JActr,F1,Ler-0,JActr,33,16.9,3.8,51.5,95,FALSE,796
12,11,11_3,6,4,9,JA,F1,Ler-0,JA,32,15.4,4.3,59.5,90,FALSE,800
10,11,11_4,6,2,4,Cd2,F1,Ler-0,Cd2,37,18.5,4.4,31.4,52,FALSE,825
10,11,11_5,6,4,2,Salt1,F1,Ler-0,Salt1,27,23.5,5.3,114.3,180,FALSE,828
12,11,11_6,6,5,7,Salt2,F1,Ler-0,Salt2,NA,NA,NA,NA,NA,FALSE,854
10,11,11_7,6,3,13,Cd1,F1,Ler-0,Cd1,34,14.2,2.8,31.7,64,FALSE,864
10,12,12_3,6,6,2,Drought,F1,Ler-0,Drought,33,18.6,3.6,28.7,56,FALSE,875
10,12,12_4,6,6,11,Nutrient2,F1,Ler-0,Nutrient2,26,22.3,4.6,89.8,146,FALSE,892
12,12,12_5,6,1,12,actr,F1,Ler-0,actr2,32,12.3,3.8,34.7,55,FALSE,902
10,12,12_6,6,1,8,Leaf,F1,Ler-0,Leaf,35,18.4,5,43.9,70,FALSE,920
12,12,12_7,6,4,3,Nutrient1,F1,Ler-0,Nutrient1,36,18.7,5,87.3,78,FALSE,931
11,6,6_1,3,3,12,Leaf,F1,Ler-0,Leaf,28,11.8,3.4,26,35,FALSE,941
11,6,6_2,3,5,10,Nutrient1,F1,Ler-0,Nutrient1,32,12.3,NA,16.8,35,FALSE,961
11,6,6_3,3,4,5,Drought,F1,Ler-0,Drought,35,18.4,NA,58.6,93,FALSE,978
1,6,6_5,3,5,5,Nutrient2,F1,Ler-0,Nutrient2,32,7.5,3,9.3,22,FALSE,986
11,6,6_7,3,2,13,actr,F1,Ler-0,actr2,25,9,2.2,6.8,24,FALSE,998
7,1,1_1,1,1,4,JA,F2,Ler-0,JA,23,19.2,5,92.8,107,FALSE,7
10,1,1_2,1,2,11,Salt1,F2,Ler-0,Salt1,23,22,5.5,113.9,149,FALSE,23
10,1,1_3,1,3,4,Salt2,F2,Ler-0,Salt2,NA,NA,NA,NA,NA,FALSE,42
7,1,1_4,1,4,14,Cd2,F2,Ler-0,Cd2,22,19.7,5.2,92.8,80,FALSE,56
7,1,1_5,1,5,11,actr,F2,Ler-0,actr1,22,17.7,6,107.2,113,FALSE,65
10,1,1_6,1,2,13,Cd1,F2,Ler-0,Cd1,24,22.6,7.5,130.4,135,FALSE,76
7,1,1_7,1,5,5,JActr,F2,Ler-0,JActr,22,16.9,4.8,105.9,150,FALSE,98
7,2,2_1,1,5,12,Nutrient2,F2,Ler-0,Nutrient2,23,21.5,5.5,96.8,116,FALSE,103
10,2,2_2,1,1,2,actr,F2,Ler-0,actr2,22,21.5,6,70.9,95,FALSE,116
10,2,2_4,1,1,1,Drought,F2,Ler-0,Drought,21,23.6,7,89.9,129,FALSE,137
7,2,2_5,1,2,8,Leaf,F2,Ler-0,Leaf,22,24.6,5.5,109.9,112,FALSE,154
7,2,2_6,1,6,3,Nutrient1,F2,Ler-0,Nutrient1,23,19.4,5.5,141.8,161,FALSE,161
5,3,3_1,2,5,14,JA,F2,Ler-0,JA,24,14.7,4.6,30,35,FALSE,181
5,3,3_2,2,2,10,Salt2,F2,Ler-0,Salt2,NA,NA,NA,NA,NA,FALSE,189
1,3,3_3,2,5,8,Salt1,F2,Ler-0,Salt1,29,16.5,5.5,50,62,FALSE,202
5,3,3_4,2,6,14,Cd2,F2,Ler-0,Cd2,23,21.2,5.2,123.6,159,FALSE,215
1,3,3_5,2,5,11,actr,F2,Ler-0,actr1,26,21.7,7.4,227.8,135,FALSE,229
5,3,3_6,2,4,5,JActr,F2,Ler-0,JActr,23,22.2,4.8,80.3,81,FALSE,250
1,3,3_7,2,3,14,Cd1,F2,Ler-0,Cd1,28,21.8,6.6,125.9,89,FALSE,262
5,4,4_1,2,2,6,Drought,F2,Ler-0,Drought,23,25.1,NA,132,99,FALSE,273
5,4,4_3,2,4,6,Leaf,F2,Ler-0,Leaf,23,22.4,NA,103,88,FALSE,289
5,4,4_4,2,4,10,Nutrient1,F2,Ler-0,Nutrient1,23,19.1,NA,66,67,FALSE,303
5,4,4_6,2,4,1,actr,F2,Ler-0,actr2,23,19.6,5.3,65.2,52,FALSE,310
1,4,4_7,2,4,2,Nutrient2,F2,Ler-0,Nutrient2,27,17.8,6.3,102.9,96,FALSE,332
6,5,5_1,3,4,7,Salt1,F2,Ler-0,Salt1,23,23.8,6,112.6,146,FALSE,347
2,5,5_2,3,3,13,JActr,F2,Ler-0,JActr,25,23.6,5.2,172.8,93,FALSE,360
6,5,5_3,3,4,14,Cd1,F2,Ler-0,Cd1,25,25.9,6.6,131.2,215,FALSE,374
6,5,5_4,3,3,10,Cd2,F2,Ler-0,Cd2,23,23.3,6.9,171.7,108,FALSE,388
6,5,5_5,3,4,4,JA,F2,Ler-0,JA,23,25.4,6.8,179.1,128,FALSE,399
6,5,5_6,3,3,7,Salt2,F2,Ler-0,Salt2,NA,NA,NA,NA,NA,FALSE,410
2,5,5_7,3,4,1,actr,F2,Ler-0,actr1,26,21.8,5,153.8,138,FALSE,433
3,7,7_1,4,6,10,Cd2,F2,Ler-0,Cd2,25,26.5,8,197.8,153,FALSE,441
8,7,7_2,4,1,4,Cd1,F2,Ler-0,Cd1,24,17.7,4.8,70.1,105,FALSE,462
3,7,7_3,4,6,9,JA,F2,Ler-0,JA,25,22.5,5.7,145.1,120,FALSE,472
3,7,7_4,4,3,13,actr,F2,Ler-0,actr1,24,24.7,7.4,176.3,124,FALSE,487
3,7,7_5,4,3,8,Salt1,F2,Ler-0,Salt1,25,25.2,6.6,172,139,FALSE,500
3,7,7_6,4,3,7,JActr,F2,Ler-0,JActr,26,24,6.8,168.6,194,FALSE,509
8,7,7_7,4,5,4,Salt2,F2,Ler-0,Salt2,NA,NA,NA,NA,NA,FALSE,527
8,8,8_1,4,2,14,Drought,F2,Ler-0,Drought,22,21.2,6,99.6,98,FALSE,539
8,8,8_2,4,4,9,Nutrient1,F2,Ler-0,Nutrient1,22,22.1,7.2,110.9,119,FALSE,559
3,8,8_3,4,1,14,Nutrient2,F2,Ler-0,Nutrient2,23,22.8,7.2,99.3,81,FALSE,568
3,8,8_6,4,1,3,Leaf,F2,Ler-0,Leaf,24,23.4,7.3,131.3,104,FALSE,588
8,8,8_7,4,4,5,actr,F2,Ler-0,actr2,24,20.4,6,110.5,131,FALSE,592
9,9,9_1,5,4,4,actr,F2,Ler-0,actr1,22,23.3,6.4,125.4,97,FALSE,609
9,9,9_2,5,4,13,Cd1,F2,Ler-0,Cd1,23,24.2,7.1,130.2,106,FALSE,619
11,9,9_3,5,5,4,Cd2,F2,Ler-0,Cd2,22,25.5,6.4,155,126,FALSE,642
9,9,9_4,5,6,9,Salt1,F2,Ler-0,Salt1,22,20.4,7.3,131.5,96,FALSE,657
11,9,9_5,5,4,13,Salt2,F2,Ler-0,Salt2,NA,NA,NA,NA,NA,FALSE,662
9,9,9_6,5,6,14,JA,F2,Ler-0,JA,23,21.7,5.9,124.7,99,FALSE,675
9,9,9_7,5,1,9,JActr,F2,Ler-0,JActr,22,23.2,6.5,145.7,153,FALSE,699
11,10,10_1,5,1,1,actr,F2,Ler-0,actr2,22,21,7.7,97.2,71,FALSE,707
9,10,10_2,5,5,9,Drought,F2,Ler-0,Drought,23,35.2,6.7,227.2,NA,FALSE,726
9,10,10_3,5,6,2,Nutrient2,F2,Ler-0,Nutrient2,22,23,7.6,142.5,107,FALSE,732
11,10,10_4,5,4,11,Leaf,F2,Ler-0,Leaf,23,26.1,7.9,143.8,115,FALSE,747
9,10,10_5,5,3,5,Nutrient1,F2,Ler-0,Nutrient1,21,17.2,5.4,48.6,56,FALSE,767
4,11,11_2,6,2,10,JActr,F2,Ler-0,JActr,23,19.3,5.7,136.2,116,FALSE,796
4,11,11_3,6,5,2,JA,F2,Ler-0,JA,24,20.2,6.6,80.9,67,FALSE,800
4,11,11_4,6,1,6,Cd2,F2,Ler-0,Cd2,21,19.5,3.6,50.9,46,FALSE,825
12,11,11_5,6,1,10,Salt1,F2,Ler-0,Salt1,23,24.8,7.5,167.5,129,FALSE,828
12,11,11_7,6,6,13,Cd1,F2,Ler-0,Cd1,25,25.9,7.5,160.8,152,FALSE,864
12,12,12_3,6,6,1,Drought,F2,Ler-0,Drought,22,20.1,NA,64.4,68,FALSE,875
4,12,12_4,6,2,9,Nutrient2,F2,Ler-0,Nutrient2,24,19.2,7,52.3,52,FALSE,892
12,12,12_5,6,3,8,actr,F2,Ler-0,actr2,23,19.8,5.1,94.5,52,FALSE,902
12,12,12_6,6,2,6,Leaf,F2,Ler-0,Leaf,23,26,5.8,180.5,150,FALSE,920
4,12,12_7,6,5,12,Nutrient1,F2,Ler-0,Nutrient1,23,19.5,6.4,54.3,70,FALSE,931
6,6,6_1,3,4,12,Leaf,F2,Ler-0,Leaf,24,24.9,6.5,164.3,116,FALSE,941
2,6,6_2,3,6,10,Nutrient1,F2,Ler-0,Nutrient1,25,20.6,5.1,128.7,94,FALSE,961
6,6,6_3,3,1,12,Drought,F2,Ler-0,Drought,22,21.6,NA,128.4,88,FALSE,978
6,6,6_5,3,2,3,Nutrient2,F2,Ler-0,Nutrient2,23,24.7,8.2,161.2,111,FALSE,986
2,6,6_7,3,1,1,actr,F2,Ler-0,actr2,29,15.5,4.8,80.8,80,FALSE,998
11,1,1_1,1,4,4,JA,F3,Ler-0,JA,24,26.7,NA,172.5,151,FALSE,7
11,1,1_2,1,3,3,Salt1,F3,Ler-0,Salt1,22,32,8.3,188,200,FALSE,23
11,1,1_3,1,2,2,Salt2,F3,Ler-0,Salt2,NA,NA,NA,NA,NA,FALSE,42
11,1,1_4,1,6,5,Cd2,F3,Ler-0,Cd2,22,25.6,6.8,179.6,108,FALSE,56
1,1,1_5,1,2,8,actr,F3,Ler-0,actr1,30,18,5.8,147.1,117,FALSE,65
11,1,1_6,1,1,3,Cd1,F3,Ler-0,Cd1,22,25.5,6.5,139,92,FALSE,76
1,1,1_7,1,4,1,JActr,F3,Ler-0,JActr,28,20,4.5,96.7,95,FALSE,98
11,2,2_1,1,1,12,Nutrient2,F3,Ler-0,Nutrient2,23,24.5,5.5,100.4,93,FALSE,103
11,2,2_2,1,4,3,actr,F3,Ler-0,actr2,26,27.7,6.9,175.9,106,FALSE,116
11,2,2_4,1,2,9,Drought,F3,Ler-0,Drought,21,32.3,7.7,220.7,256,FALSE,137
11,2,2_5,1,3,9,Leaf,F3,Ler-0,Leaf,28,54.5,12.5,311.9,202,FALSE,154
1,2,2_6,1,4,5,Nutrient1,F3,Ler-0,Nutrient1,26,20.8,5,123.7,118,FALSE,161
6,3,3_1,2,3,1,JA,F3,Ler-0,JA,25,22.2,5.4,NA,92,FALSE,181
4,3,3_2,2,3,11,Salt2,F3,Ler-0,Salt2,NA,NA,NA,NA,NA,FALSE,189
6,3,3_3,2,6,6,Salt1,F3,Ler-0,Salt1,24,25.4,6.7,179.1,116,FALSE,202
4,3,3_4,2,2,5,Cd2,F3,Ler-0,Cd2,26,26.7,7.9,255.3,130,FALSE,215
6,3,3_5,2,5,9,actr,F3,Ler-0,actr1,24,25.3,7.5,220.1,121,FALSE,229
4,3,3_6,2,3,7,JActr,F3,Ler-0,JActr,25,25.5,8.1,227.5,140,FALSE,250
6,3,3_7,2,6,5,Cd1,F3,Ler-0,Cd1,23,25,6.9,170.6,100,FALSE,262
6,4,4_1,2,3,4,Drought,F3,Ler-0,Drought,23,23.3,6,82,77,FALSE,273
6,4,4_3,2,5,1,Leaf,F3,Ler-0,Leaf,24,24.3,6.6,180.4,122,FALSE,289
4,4,4_4,2,5,3,Nutrient1,F3,Ler-0,Nutrient1,25,23.9,6.4,197.3,130,FALSE,303
4,4,4_6,2,1,9,actr,F3,Ler-0,actr2,28,22,NA,117.1,105,FALSE,310
4,4,4_7,2,6,1,Nutrient2,F3,Ler-0,Nutrient2,26,18.3,6,99.8,120,FALSE,332
8,5,5_1,3,2,14,Salt1,F3,Ler-0,Salt1,24,26.8,8,118.7,166,FALSE,347
8,5,5_2,3,1,6,JActr,F3,Ler-0,JActr,24,27.5,8.7,171.1,132,FALSE,360
12,5,5_3,3,4,2,Cd1,F3,Ler-0,Cd1,21,24.5,6.1,145.6,98,FALSE,374
12,5,5_4,3,2,2,Cd2,F3,Ler-0,Cd2,22,28.1,7.2,275.7,179,FALSE,388
8,5,5_5,3,2,7,JA,F3,Ler-0,JA,24,24.6,7.6,127.3,85,FALSE,399
12,5,5_6,3,3,5,Salt2,F3,Ler-0,Salt2,NA,NA,NA,NA,NA,FALSE,410
12,5,5_7,3,1,3,actr,F3,Ler-0,actr1,23,29,6.3,224.3,144,FALSE,433
10,7,7_1,4,6,14,Cd2,F3,Ler-0,Cd2,26,22.9,6.1,138.6,121,FALSE,441
3,7,7_2,4,4,7,Cd1,F3,Ler-0,Cd1,24,17.8,5,75.7,103,FALSE,462
3,7,7_3,4,6,2,JA,F3,Ler-0,JA,29,22.5,6.2,143.8,117,FALSE,472
3,7,7_4,4,2,14,actr,F3,Ler-0,actr1,24,24.3,6.1,117.5,75,FALSE,487
3,7,7_5,4,4,1,Salt1,F3,Ler-0,Salt1,26,21.4,NA,75.2,63,FALSE,500
3,7,7_6,4,3,13,JActr,F3,Ler-0,JActr,26,27.4,7.5,200.5,172,FALSE,509
3,7,7_7,4,2,2,Salt2,F3,Ler-0,Salt2,NA,NA,NA,NA,NA,FALSE,527
10,8,8_1,4,3,13,Drought,F3,Ler-0,Drought,24,23,7.5,106.2,85,FALSE,539
3,8,8_2,4,4,9,Nutrient1,F3,Ler-0,Nutrient1,25,20.5,NA,102.9,72,FALSE,559
3,8,8_3,4,1,13,Nutrient2,F3,Ler-0,Nutrient2,25,29,6.5,184.4,154,FALSE,568
10,8,8_6,4,4,8,Leaf,F3,Ler-0,Leaf,24,25.8,7.7,149.2,130,FALSE,588
10,8,8_7,4,6,6,actr,F3,Ler-0,actr2,24,22.5,NA,92.9,77,FALSE,592
7,9,9_1,5,5,6,actr,F3,Ler-0,actr1,24,23.7,5.5,123.5,77,FALSE,609
7,9,9_2,5,2,13,Cd1,F3,Ler-0,Cd1,23,23.2,7,139.8,70,FALSE,619
5,9,9_3,5,6,12,Cd2,F3,Ler-0,Cd2,25,20.3,NA,82.2,82,FALSE,642
5,9,9_4,5,4,12,Salt1,F3,Ler-0,Salt1,24,24.6,8,157.6,113,FALSE,657
5,9,9_5,5,2,7,Salt2,F3,Ler-0,Salt2,NA,NA,NA,NA,NA,FALSE,662
7,9,9_6,5,4,10,JA,F3,Ler-0,JA,22,23.5,7,165.8,110,FALSE,675
7,9,9_7,5,6,8,JActr,F3,Ler-0,JActr,26,20,4.8,61.7,46,FALSE,699
7,10,10_1,5,2,2,actr,F3,Ler-0,actr2,25,16.5,4.2,80.6,117,FALSE,707
5,10,10_2,5,1,11,Drought,F3,Ler-0,Drought,24,31.1,7.5,177.9,131,FALSE,726
5,10,10_3,5,5,13,Nutrient2,F3,Ler-0,Nutrient2,25,24.2,6.9,138.5,106,FALSE,732
7,10,10_4,5,4,4,Leaf,F3,Ler-0,Leaf,26,31.2,5.9,107.6,91,FALSE,747
5,10,10_5,5,1,14,Nutrient1,F3,Ler-0,Nutrient1,34,18,3.2,66.1,59,FALSE,767
9,11,11_2,6,1,5,JActr,F3,Ler-0,JActr,26,24,6.2,164.4,128,FALSE,796
2,11,11_3,6,6,10,JA,F3,Ler-0,JA,26,23.5,5.8,162.5,98,FALSE,800
2,11,11_4,6,5,9,Cd2,F3,Ler-0,Cd2,25,26,7.7,289.9,189,FALSE,825
9,11,11_5,6,6,10,Salt1,F3,Ler-0,Salt1,23,24.3,7.3,152.8,100,FALSE,828
2,11,11_6,6,6,3,Salt2,F3,Ler-0,Salt2,NA,NA,NA,NA,NA,FALSE,854
9,11,11_7,6,3,11,Cd1,F3,Ler-0,Cd1,30,24.5,5.5,141.7,127,FALSE,864
9,12,12_3,6,4,3,Drought,F3,Ler-0,Drought,27,25.5,NA,103.1,102,FALSE,875
2,12,12_4,6,6,13,Nutrient2,F3,Ler-0,Nutrient2,27,25,8.6,278.3,172,FALSE,892
9,12,12_5,6,3,12,actr,F3,Ler-0,actr2,23,23,6.5,111.6,96,FALSE,902
2,12,12_6,6,2,1,Leaf,F3,Ler-0,Leaf,25,25.2,7.5,191.1,150,FALSE,920
2,12,12_7,6,5,1,Nutrient1,F3,Ler-0,Nutrient1,28,17.1,5.1,66.9,50,FALSE,931
12,6,6_1,3,3,1,Leaf,F3,Ler-0,Leaf,24,18.6,2.8,78.9,82,FALSE,941
8,6,6_2,3,3,4,Nutrient1,F3,Ler-0,Nutrient1,23,24.2,7.4,162.8,115,FALSE,961
8,6,6_3,3,1,3,Drought,F3,Ler-0,Drought,22,26,5.7,126.5,110,FALSE,978
12,6,6_5,3,4,3,Nutrient2,F3,Ler-0,Nutrient2,23,27.2,8.2,182.8,124,FALSE,986
8,6,6_7,3,4,11,actr,F3,Ler-0,actr2,23,18.6,3.8,62.1,91,FALSE,998
5,1,1_1,1,5,5,JA,F4,Ler-0,JA,34,16,NA,21,34,FALSE,7
9,1,1_2,1,3,11,Salt1,F4,Ler-0,Salt1,20,29.2,5.5,123.8,184,FALSE,23
9,1,1_3,1,1,7,Salt2,F4,Ler-0,Salt2,NA,NA,NA,NA,NA,FALSE,42
5,1,1_4,1,1,7,Cd2,F4,Ler-0,Cd2,20,20,NA,75.1,149,FALSE,56
9,1,1_5,1,2,3,actr,F4,Ler-0,actr1,20,19.6,3.6,40.7,70,FALSE,65
9,1,1_6,1,3,4,Cd1,F4,Ler-0,Cd1,21,22.9,NA,69.3,119,FALSE,76
5,1,1_7,1,5,7,JActr,F4,Ler-0,JActr,23,18.2,3.2,65,127,FALSE,98
5,2,2_1,1,3,14,Nutrient2,F4,Ler-0,Nutrient2,22,20.6,NA,68.2,117,FALSE,103
9,2,2_4,1,6,10,Drought,F4,Ler-0,Drought,19,28.8,NA,123.7,188,FALSE,137
5,2,2_5,1,1,2,Leaf,F4,Ler-0,Leaf,25,46.7,7.6,139.4,218,FALSE,154
5,2,2_6,1,2,9,Nutrient1,F4,Ler-0,Nutrient1,22,22,NA,101.6,151,FALSE,161
7,3,3_1,2,3,1,JA,F4,Ler-0,JA,24,18.7,3.4,30,62,FALSE,181
7,3,3_2,2,4,12,Salt2,F4,Ler-0,Salt2,NA,NA,NA,NA,NA,FALSE,189
4,3,3_3,2,5,3,Salt1,F4,Ler-0,Salt1,21,19,4.5,56.5,96,FALSE,202
7,3,3_4,2,5,4,Cd2,F4,Ler-0,Cd2,22,17.5,1.8,28.7,49,FALSE,215
4,3,3_5,2,3,6,actr,F4,Ler-0,actr1,21,20,4.7,104,105,FALSE,229
7,3,3_6,2,4,10,JActr,F4,Ler-0,JActr,28,17.7,4.7,44,63,FALSE,250
7,3,3_7,2,6,10,Cd1,F4,Ler-0,Cd1,24,17.6,NA,23.1,27,FALSE,262
7,4,4_1,2,5,2,Drought,F4,Ler-0,Drought,22,18.8,4.8,65.2,107,FALSE,273
7,4,4_3,2,1,3,Leaf,F4,Ler-0,Leaf,26,15.6,NA,25.1,58,FALSE,289
7,4,4_4,2,2,7,Nutrient1,F4,Ler-0,Nutrient1,22,21.4,NA,35.7,58,FALSE,303
7,4,4_6,2,3,10,actr,F4,Ler-0,actr2,23,19.5,NA,39.3,59,FALSE,310
7,4,4_7,2,3,13,Nutrient2,F4,Ler-0,Nutrient2,23,19.2,4.2,38.8,77,FALSE,332
1,5,5_1,3,5,4,Salt1,F4,Ler-0,Salt1,24,18.5,NA,56.1,75,FALSE,347
1,5,5_2,3,4,2,JActr,F4,Ler-0,JActr,31,11.1,3.4,NA,35,FALSE,360
12,5,5_3,3,4,2,Cd1,F4,Ler-0,Cd1,21,23,6.5,89,114,FALSE,374
12,5,5_4,3,5,6,Cd2,F4,Ler-0,Cd2,21,22.6,NA,89.3,112,FALSE,388
12,5,5_5,3,6,6,JA,F4,Ler-0,JA,24,22.2,NA,82.2,91,FALSE,399
12,5,5_6,3,2,3,Salt2,F4,Ler-0,Salt2,NA,NA,NA,NA,NA,FALSE,410
1,5,5_7,3,1,5,actr,F4,Ler-0,actr1,26,21,5.6,71.8,74,FALSE,433
8,7,7_1,4,3,9,Cd2,F4,Ler-0,Cd2,23,20.5,4,87.1,132,FALSE,441
8,7,7_2,4,6,4,Cd1,F4,Ler-0,Cd1,21,11.3,NA,54,83,FALSE,462
2,7,7_3,4,3,12,JA,F4,Ler-0,JA,22,22.8,5.4,92.3,125,FALSE,472
2,7,7_4,4,4,6,actr,F4,Ler-0,actr1,26,15.4,3.6,35.5,63,FALSE,487
8,7,7_5,4,3,4,Salt1,F4,Ler-0,Salt1,22,21.9,4.1,68.5,113,FALSE,500
8,7,7_6,4,6,14,JActr,F4,Ler-0,JActr,21,20.6,4.9,72.6,121,FALSE,509
2,7,7_7,4,1,2,Salt2,F4,Ler-0,Salt2,NA,NA,NA,NA,NA,FALSE,527
2,8,8_1,4,2,4,Drought,F4,Ler-0,Drought,23,15.6,NA,25.4,58,FALSE,539
8,8,8_2,4,4,12,Nutrient1,F4,Ler-0,Nutrient1,23,NA,NA,62.9,93,FALSE,559
2,8,8_3,4,4,13,Nutrient2,F4,Ler-0,Nutrient2,25,19.3,NA,39.8,72,FALSE,568
8,8,8_6,4,4,2,Leaf,F4,Ler-0,Leaf,20,18.4,NA,56,92,FALSE,588
8,8,8_7,4,3,2,actr,F4,Ler-0,actr2,22,14.6,2.7,NA,65,FALSE,592
10,9,9_1,5,5,13,actr,F4,Ler-0,actr1,24,15.6,2.5,NA,35,FALSE,609
3,9,9_2,5,3,9,Cd1,F4,Ler-0,Cd1,22,21.9,4.1,91.4,180,FALSE,619
10,9,9_3,5,5,14,Cd2,F4,Ler-0,Cd2,27,20.9,5.3,79.1,79,FALSE,642
3,9,9_4,5,5,8,Salt1,F4,Ler-0,Salt1,26,21.3,NA,80.2,82,FALSE,657
10,9,9_5,5,1,6,Salt2,F4,Ler-0,Salt2,NA,NA,NA,NA,NA,FALSE,662
3,9,9_6,5,1,4,JA,F4,Ler-0,JA,22,19.6,4.6,88.6,122,FALSE,675
3,9,9_7,5,4,12,JActr,F4,Ler-0,JActr,21,22,NA,85.7,174,FALSE,699
3,10,10_1,5,4,14,actr,F4,Ler-0,actr2,20,22.1,3.6,83.1,143,FALSE,707
10,10,10_2,5,2,7,Drought,F4,Ler-0,Drought,18,27.6,5.4,69.3,119,FALSE,726
3,10,10_3,5,2,4,Nutrient2,F4,Ler-0,Nutrient2,22,20.5,5.4,87.6,149,FALSE,732
10,10,10_4,5,1,5,Leaf,F4,Ler-0,Leaf,18,33.7,NA,71.1,131,FALSE,747
10,10,10_5,5,2,6,Nutrient1,F4,Ler-0,Nutrient1,19,21.5,4.4,58.1,102,FALSE,767
6,11,11_2,6,6,13,JActr,F4,Ler-0,JActr,21,23.2,5.6,108.9,172,FALSE,796
6,11,11_3,6,6,11,JA,F4,Ler-0,JA,20,21.3,NA,109.8,104,FALSE,800
11,11,11_4,6,4,9,Cd2,F4,Ler-0,Cd2,22,23.4,5.8,89.1,129,FALSE,825
11,11,11_5,6,2,6,Salt1,F4,Ler-0,Salt1,20,24.6,5.7,118.5,141,FALSE,828
6,11,11_6,6,4,6,Salt2,F4,Ler-0,Salt2,NA,NA,NA,NA,NA,FALSE,854
6,11,11_7,6,3,5,Cd1,F4,Ler-0,Cd1,20,23.5,4.3,73.4,115,FALSE,864
11,12,12_3,6,3,13,Drought,F4,Ler-0,Drought,18,32.1,NA,134.7,196,FALSE,875
11,12,12_4,6,6,4,Nutrient2,F4,Ler-0,Nutrient2,21,26.1,NA,89.6,146,FALSE,892
11,12,12_5,6,4,11,actr,F4,Ler-0,actr2,21,21.9,3,52.7,88,FALSE,902
6,12,12_6,6,1,3,Leaf,F4,Ler-0,Leaf,18,22.1,NA,49.4,84,FALSE,920
6,12,12_7,6,3,1,Nutrient1,F4,Ler-0,Nutrient1,21,23.9,6.2,102.4,124,FALSE,931
1,6,6_1,3,5,3,Leaf,F4,Ler-0,Leaf,25,18.9,3.2,55.6,82,FALSE,941
12,6,6_2,3,3,13,Nutrient1,F4,Ler-0,Nutrient1,27,22.9,NA,89.6,90,FALSE,961
12,6,6_3,3,2,11,Drought,F4,Ler-0,Drought,19,22.6,NA,53.1,102,FALSE,978
12,6,6_5,3,3,11,Nutrient2,F4,Ler-0,Nutrient2,19,23.2,NA,104.4,114,FALSE,986
1,6,6_7,3,6,11,actr,F4,Ler-0,actr2,22,16.2,NA,46.2,48,FALSE,998
4,1,1_1,1,1,1,JA,F1,Olympia-2,JA,52,43.1,7.3,93.7,136,FALSE,5
4,1,1_2,1,5,8,Salt1,F1,Olympia-2,Salt1,50,48,8.3,117.5,159,FALSE,22
4,1,1_3,1,3,1,Salt2,F1,Olympia-2,Salt2,49,44.4,NA,82.5,127,FALSE,39
4,1,1_4,1,1,3,Cd2,F1,Olympia-2,Cd2,46,47.4,10.3,124.7,186,FALSE,53
3,1,1_5,1,1,1,actr,F1,Olympia-2,actr1,51,44.5,8,131.1,122,FALSE,59
3,1,1_6,1,1,9,Cd1,F1,Olympia-2,Cd1,43,38.3,7.6,80.4,170,FALSE,84
